ICAO,IATA,Name,Type,Municipality,Country
KOTH,OTH,Southwest Oregon Regional Airport,Medium airport,North Bend,United States
KKLS,KLS,Southwest Washington Regional Airport,Medium airport,Kelso,United States
KRKS,RKS,Southwest Wyoming Regional Airport,Medium airport,Rock Springs,United States
KTIX,TIX,Space Coast Regional Airport,Medium airport,Titusville,United States
PASV,SVW,Sparrevohn LRRS Airport,Medium airport,Sparrevohn,United States
MYAP,AXP,Spring Point Airport,Medium airport,Spring Point,Bahamas
KSGH,SGH,Springfield-Beckley Municipal Airport,Medium airport,Springfield,United States
CYIF,YIF,St Augustin Airport,Medium airport,St-Augustin,Canada
KSTC,STC,St Cloud Regional Airport,Medium airport,St Cloud,United States
PAPB,STG,St George Airport,Medium airport,St George,United States
KSGU,SGU,St George Municipal Airport,Medium airport,St George,United States
CYSG,,St Georges Airport,Medium airport,St Georges,Canada
CYJN,YJN,St Jean Airport,Medium airport,St Jean,Canada
CYSL,YSL,St Leonard Airport,Medium airport,St Leonard,Canada
KALN,ALN,St Louis Regional Airport,Medium airport,Alton/St Louis,United States
KFPR,FPR,St Lucie County International Airport,Medium airport,Fort Pierce,United States
PASM,KSM,St Mary's Airport,Medium airport,St Mary's,United States
KSTP,STP,St Paul Downtown Holman Field,Medium airport,St Paul,United States
PASN,SNP,St Paul Island Airport,Medium airport,St Paul Island,United States
KPIE,PIE,St Petersburg Clearwater International Airport,Medium airport,St Petersburg-Clearwater,United States
LFVP,FSP,St Pierre Airport,Medium airport,Saint-Pierre,Saint Pierre and Miquelon
CYQS,YQS,St Thomas Municipal Airport,Medium airport,St Thomas,Canada
CYAY,YAY,St. Anthony Airport,Medium airport,St. Anthony,Canada
CYST,YST,St. Theresa Point Airport,Medium airport,St. Theresa Point,Canada
MYES,TYM,Staniel Cay Airport,Medium airport,Staniel Cay,Bahamas
MYLS,SML,Stella Maris Airport,Medium airport,Stella Maris,Bahamas
CYJT,YJT,Stephenville Airport,Medium airport,Stephenville,Canada
CZST,ZST,Stewart Airport,Medium airport,Stewart,Canada
KSWF,SWF,Stewart International Airport,Medium airport,Newburgh,United States
KSWO,SWO,Stillwater Regional Airport,Medium airport,Stillwater,United States
KSSF,SSF,Stinson Municipal Airport,Medium airport,San Antonio,United States
KSCK,SCK,Stockton Metropolitan Airport,Medium airport,Stockton,United States
CYSF,YSF,Stony Rapids Airport,Medium airport,Stony Rapids,Canada
CYSB,YSB,Sudbury Airport,Medium airport,Sudbury,Canada
KSGR,SGR,Sugar Land Regional Airport,Medium airport,Houston,United States
CYSU,YSU,Summerside Airport,Medium airport,Summerside,Canada
CZJN,ZJN,Swan River Airport,Medium airport,Swan River,Canada
CYYN,YYN,Swift Current Airport,Medium airport,Swift Current,Canada
CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,Medium airport,Sydney,Canada
KTIW,TIW,Tacoma Narrows Airport,Medium airport,Tacoma,United States
CYBQ,XTL,Tadoule Lake Airport,Medium airport,Tadoule Lake,Canada
PATK,TKA,Talkeetna Airport,Medium airport,Talkeetna,United States
CYYH,YYH,Taloyoak Airport,Medium airport,Taloyoak,Canada
MMTP,TAP,Tapachula International Airport,Medium airport,Tapachula,Mexico
CYTQ,YTQ,Tasiujaq Airport,Medium airport,Tasiujaq,Canada
PATL,TLJ,Tatalina LRRS Airport,Medium airport,Takotna,United States
MHTE,TEA,Tela Airport,Medium airport,Tela,Honduras
MMTB,,Terán Air Base,Medium airport,Tuxtla Gutiérrez,Mexico
TUPJ,EIS,Terrance B. Lettsome International Airport,Medium airport,Road Town,British Virgin Islands
KHUF,HUF,Terre Haute Regional Airport,Medium airport,Terre Haute,United States
CYZW,YZW,Teslin Airport,Medium airport,Teslin,Canada
KTEB,TEB,Teterboro Airport,Medium airport,Teterboro,United States
CYGB,YGB,Texada Gillies Bay Airport,Medium airport,Texada,Canada
KTXK,TXK,Texarkana Regional Webb Field,Medium airport,Texarkana,United States
KLBX,LJN,Texas Gulf Coast Regional Airport,Medium airport,Angleton/Lake Jackson,United States
KMTH,MTH,The Florida Keys Marathon Airport,Medium airport,Marathon,United States
KOSU,OSU,The Ohio State University Airport - Don Scott Field,Medium airport,Columbus,United States
CYQD,YQD,The Pas Airport,Medium airport,The Pas,Canada
CZLQ,YTD,Thicket Portage Airport,Medium airport,Thicket Portage,Canada
CYTH,YTH,Thompson Airport,Medium airport,Thompson,Canada
BGTL,THU,Thule Air Base,Medium airport,Thule,Greenland
CYQT,YQT,Thunder Bay Airport,Medium airport,Thunder Bay,Canada
CYTS,YTS,Timmins/Victor M. Power,Medium airport,Timmins,Canada
MKTP,KTP,Tinson Pen Airport,Medium airport,Tinson Pen,Jamaica
KFME,FME,Tipton Airport,Medium airport,Fort Meade(Odenton),United States
TTCP,TAB,Tobago-Crown Point Airport,Medium airport,Scarborough,Trinidad and Tobago
MRPV,SYQ,Tobias Bolanos International Airport,Medium airport,San Jose,Costa Rica
CYAZ,YAZ,Tofino / Long Beach Airport,Medium airport,Tofino,Canada
PATG,TOG,Togiak Airport,Medium airport,Togiak Village,United States
MHTG,TGU,Toncontín International Airport,Medium airport,Tegucigalpa,Honduras
KTPH,TPH,Tonopah Airport,Medium airport,Tonopah,United States
KFOE,FOE,Topeka Regional Airport - Forbes Field,Medium airport,Topeka,United States
CYOO,YOO,Toronto/Oshawa Executive Airport,Medium airport,Oshawa,Canada
MTPP,PAP,Toussaint Louverture International Airport,Medium airport,Port-au-Prince,Haiti
MYAT,TCB,Treasure Cay Airport,Medium airport,Treasure Cay,Bahamas
KTTN,TTN,Trenton Mercer Airport,Medium airport,Trenton,United States
KPSC,PSC,Tri Cities Airport,Medium airport,Pasco,United States
CYRQ,YRQ,Trois-Rivières Airport,Medium airport,Trois-Rivières,Canada
KTOI,TOI,Troy Municipal Airport at N Kenneth Campbell Field,Medium airport,Troy,United States
KTRK,TKF,Truckee Tahoe Airport,Medium airport,Truckee,United States
MHTJ,TJI,Trujillo Airport,Medium airport,Trujillo,Honduras
KTCS,TCS,Truth Or Consequences Municipal Airport,Medium airport,Truth Or Consequences,United States
KTCC,TCC,Tucumcari Municipal Airport,Medium airport,Tucumcari,United States
CYUB,YUB,Tuktoyaktuk Airport,Medium airport,Tuktoyaktuk,Canada
CZFN,ZFN,Tulita Airport,Medium airport,Tulita,Canada
KTUP,TUP,Tupelo Regional Airport,Medium airport,Tupelo,United States
KTCL,TCL,Tuscaloosa Regional Airport,Medium airport,Tuscaloosa,United States
KHVN,HVN,Tweed New Haven Airport,Medium airport,New Haven,United States
KNXP,,Twentynine Palms (Self) Airport,Medium airport,Twentynine Palms,United States
KTYR,TYR,Tyler Pounds Regional Airport,Medium airport,Tyler,United States
KUKI,UKI,Ukiah Municipal Airport,Medium airport,Ukiah,United States
CYHI,YHI,Ulukhaktok Holman Airport,Medium airport,Ulukhaktok,Canada
CYMU,YUD,Umiujaq Airport,Medium airport,Umiujaq,Canada
PADU,DUT,Unalaska Airport,Medium airport,Unalaska,United States
TVSU,UNI,Union Island International Airport,Medium airport,Union Island,Saint Vincent and the Grenadines
KCMI,CMI,University of Illinois Willard Airport,Medium airport,Champaign/Urbana,United States
KUOX,UOX,University Oxford Airport,Medium airport,Oxford,United States
KUNV,SCE,University Park Airport,Medium airport,State College,United States
MRUP,UPL,Upala Airport,Medium airport,Upala,Costa Rica
PHUP,UPP,Upolu Airport,Medium airport,Hawi,United States
CYBE,YBE,Uranium City Airport,Medium airport,Uranium City,Canada
TAPA,ANU,V.C. Bird International Airport,Medium airport,St. John's,Antigua and Barbuda
CYVO,YVO,Val-d'Or Airport,Medium airport,Val-d'Or,Canada
PAVD,VDZ,Valdez Pioneer Field,Medium airport,Valdez,United States
KVLD,VLD,Valdosta Regional Airport,Medium airport,Valdosta,United States
MMLM,LMM,Valle del Fuerte International Airport,Medium airport,Los Mochis,Mexico
KHRL,HRL,Valley International Airport,Medium airport,Harlingen,United States
KVNY,VNY,Van Nuys Airport,Medium airport,Van Nuys,United States
TKPN,NEV,Vance W. Amory International Airport,Medium airport,Charlestown,Saint Kitts and Nevis
KFKL,FKL,Venango Regional Airport,Medium airport,Franklin,United States
KVEL,VEL,Vernal Regional Airport,Medium airport,Vernal,United States
CYVK,YVE,Vernon Airport,Medium airport,Vernon,Canada
KVRB,VRB,Vero Beach Regional Airport,Medium airport,Vero Beach,United States
KVCT,VCT,Victoria Regional Airport,Medium airport,Victoria,United States
MUCL,CYO,Vilo Acuña International Airport,Medium airport,Cayo Largo del Sur,Cuba
CYVD,,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Medium airport,Virden,Canada
KVOK,VOK,Volk Field,Medium airport,Camp Douglas,United States
KBTL,BTL,W K Kellogg Airport,Medium airport,Battle Creek,United States
CYWK,YWK,Wabush Airport,Medium airport,Wabush,Canada
KACT,ACT,Waco Regional Airport,Medium airport,Waco,United States
PHMU,MUE,Waimea Kohala Airport,Medium airport,Kamuela,United States
PAWI,AIN,Wainwright Airport,Medium airport,Wainwright,United States
KALW,ALW,Walla Walla Regional Airport,Medium airport,Walla Walla,United States
PAAQ,PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Medium airport,Palmer,United States
PAWS,WWA,Wasilla Airport,Medium airport,Wasilla,United States
CYKQ,YKQ,Waskaganish Airport,Medium airport,Waskaganish,Canada
CYKF,YKF,Waterloo Airport,Medium airport,Kitchener,Canada
KALO,ALO,Waterloo Regional Airport,Medium airport,Waterloo,United States
KART,ART,Watertown International Airport,Medium airport,Watertown,United States
KATY,ATY,Watertown Regional Airport,Medium airport,Watertown,United States
CYQH,YQH,Watson Lake Airport,Medium airport,Watson Lake,Canada
KAUW,AUW,Wausau Downtown Airport,Medium airport,Wausau,United States
CYXZ,YXZ,Wawa Airport,Medium airport,Wawa,Canada
KTBN,TBN,Waynesville-St. Robert Regional Forney field,Medium airport,Fort Leonard Wood,United States
CYWP,YWP,Webequie Airport,Medium airport,Webequie,Canada
CYNC,YNC,Wemindji Airport,Medium airport,Wemindji,Canada
KENV,ENV,Wendover Airport,Medium airport,Wendover,United States
KWWR,WWR,West Woodward Airport,Medium airport,Woodward,United States
KHPN,HPN,Westchester County Airport,Medium airport,White Plains,United States
KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,Medium airport,Scottsbluff,United States
KBAF,BAF,Westfield-Barnes Regional Airport,Medium airport,Westfield/Springfield,United States
KCEF,CEF,Westover ARB/Metropolitan Airport,Medium airport,Springfield/Chicopee,United States
CYXN,YXN,Whale Cove Airport,Medium airport,Whale Cove,Canada
PHHI,HHI,Wheeler Army Airfield,Medium airport,Wahiawa,United States
KGTB,,Wheeler Sack Army Air Field,Medium airport,Fort Drum,United States
KHLG,HLG,Wheeling Ohio County Airport,Medium airport,Wheeling,United States
KNUW,NUW,Whidbey Island Naval Air Station (Ault Field),Medium airport,Oak Harbor,United States
CYZU,YZU,Whitecourt Airport,Medium airport,Whitecourt,Canada
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,Medium airport,Whitehorse,Canada
KNSE,NSE,Whiting Field Naval Air Station - North,Medium airport,Milton,United States
KNDZ,,Whiting Field Naval Air Station South Airport,Medium airport,Milton,United States
CYVV,YVV,Wiarton Airport,Medium airport,Wiarton,Canada
PABR,BRW,Wiley Post Will Rogers Memorial Airport,Medium airport,Utqiaġvik,United States
KAVP,AVP,Wilkes Barre Scranton International Airport,Medium airport,Wilkes-Barre/Scranton,United States
KCLM,CLM,William R Fairchild International Airport,Medium airport,Port Angeles,United States
CYWL,YWL,Williams Lake Airport,Medium airport,Williams Lake,Canada
KIPT,IPT,Williamsport Regional Airport,Medium airport,Williamsport,United States
KYIP,YIP,Willow Run Airport,Medium airport,Detroit,United States
KILN,ILN,Wilmington Airpark,Medium airport,Wilmington,United States
KILM,ILM,Wilmington International Airport,Medium airport,Wilmington,United States
CYQG,YQG,Windsor Airport,Medium airport,Windsor,Canada
KINK,INK,Winkler County Airport,Medium airport,Wink,United States
KWMC,WMC,Winnemucca Municipal Airport,Medium airport,Winnemucca,United States
CYAV,,Winnipeg / St. Andrews Airport,Medium airport,Winnipeg,Canada
KINW,INW,Winslow Lindbergh Regional Airport,Medium airport,Winslow,United States
KOSH,OSH,Wittman Regional Airport,Medium airport,Oshkosh,United States
KGGW,GGW,Wokal Field Glasgow International Airport,Medium airport,Glasgow,United States
CZWL,ZWL,Wollaston Lake Airport,Medium airport,Wollaston Lake,Canada
KORH,ORH,Worcester Regional Airport,Medium airport,Worcester,United States
KWRL,WRL,Worland Municipal Airport,Medium airport,Worland,United States
PAWG,WRG,Wrangell Airport,Medium airport,Wrangell,United States
CYWY,YWY,Wrigley Airport,Medium airport,Wrigley,Canada
MMOX,OAX,Xoxocotlán International Airport,Medium airport,Oaxaca,Mexico
KYKM,YKM,Yakima Air Terminal McAllister Field,Medium airport,Yakima,United States
PAYA,YAK,Yakutat Airport,Medium airport,Yakutat,United States
CYQI,YQI,Yarmouth Airport,Medium airport,Yarmouth,Canada
CYZF,YZF,Yellowknife Airport,Medium airport,Yellowknife,Canada
KWYS,WYS,Yellowstone Airport,Medium airport,West Yellowstone,United States
KCOD,COD,Yellowstone Regional Airport,Medium airport,Cody,United States
CZAC,ZAC,York Landing Airport,Medium airport,York Landing,Canada
CYQV,YQV,Yorkton Municipal Airport,Medium airport,Yorkton,Canada
KYNG,YNG,Youngstown Warren Regional Airport,Medium airport,Youngstown/Warren,United States
KMYV,MYV,Yuba County Airport,Medium airport,Marysville,United States
KNYL,YUM,Yuma MCAS/Yuma International Airport,Medium airport,Yuma,United States
KZZV,ZZV,Zanesville Municipal Airport,Medium airport,Zanesville,United States
