ICAO,IATA,Name,Type,Municipality,Country
KSPI,SPI,Abraham Lincoln Capital Airport,Large airport,Springfield,United States
KABQ,ABQ,Albuquerque International Sunport,Large airport,Albuquerque,United States
KLTS,LTS,Altus Air Force Base,Large airport,Altus,United States
KAVL,AVL,Asheville Regional Airport,Large airport,Asheville,United States
KAGS,AGS,Augusta Regional At Bush Field,Large airport,Augusta,United States
KAUS,AUS,Austin Bergstrom International Airport,Large airport,Austin,United States
KGRB,GRB,Austin Straubel International Airport,Large airport,Green Bay,United States
KBWI,BWI,Baltimore/Washington International Thurgood Marshall Airport,Large airport,Baltimore,United States
KBGR,BGR,Bangor International Airport,Large airport,Bangor,United States
KBAD,BAD,Barksdale Air Force Base,Large airport,Bossier City,United States
KBAB,BAB,Beale Air Force Base,Large airport,Marysville,United States
KLIT,LIT,Bill & Hillary Clinton National Airport/Adams Field,Large airport,Little Rock,United States
KBIL,BIL,Billings Logan International Airport,Large airport,Billings,United States
KBHM,BHM,Birmingham-Shuttlesworth International Airport,Large airport,Birmingham,United States
KLEX,LEX,Blue Grass Airport,Large airport,Lexington,United States
KBFI,BFI,Boeing Field King County International Airport,Large airport,Seattle,United States
KBOI,BOI,Boise Air Terminal/Gowen Field,Large airport,Boise,United States
KBDL,BDL,Bradley International Airport,Large airport,Hartford,United States
KBUF,BUF,Buffalo Niagara International Airport,Large airport,Buffalo,United States
CYYC,YYC,Calgary International Airport,Large airport,Calgary,Canada
MMUN,CUN,Cancún International Airport,Large airport,Cancún,Mexico
KCVS,CVS,Cannon Air Force Base,Large airport,Clovis,United States
KBMI,BMI,Central Illinois Regional Airport at Bloomington-Normal,Large airport,Bloomington/Normal,United States
KCHS,CHS,Charleston Air Force Base-International Airport,Large airport,Charleston,United States
KCLT,CLT,Charlotte Douglas International Airport,Large airport,Charlotte,United States
KMDW,MDW,Chicago Midway International Airport,Large airport,Chicago,United States
KORD,ORD,Chicago O'Hare International Airport,Large airport,Chicago,United States
KRFD,RFD,Chicago Rockford International Airport,Large airport,Chicago/Rockford,United States
KCVG,CVG,Cincinnati/Northern Kentucky International Airport,Large airport,Cincinnati,United States
KCOS,COS,City of Colorado Springs Municipal Airport,Large airport,Colorado Springs,United States
KCLE,CLE,Cleveland Hopkins International Airport,Large airport,Cleveland,United States
KCAE,CAE,Columbia Metropolitan Airport,Large airport,Columbia,United States
KCBM,CBM,Columbus Air Force Base,Large airport,Columbus,United States
KCRP,CRP,Corpus Christi International Airport,Large airport,Corpus Christi,United States
KDFW,DFW,Dallas Fort Worth International Airport,Large airport,Dallas-Fort Worth,United States
KDAL,DAL,Dallas Love Field Airport,Large airport,Dallas,United States
KMSN,MSN,Dane County Regional Truax Field,Large airport,Madison,United States
PHNL,HNL,Daniel K. Inouye International Airport,Large airport,Honolulu,United States
MRLB,LIR,Daniel Oduber Quiros International Airport,Large airport,Liberia,Costa Rica
KDAB,DAB,Daytona Beach International Airport,Large airport,Daytona Beach,United States
KDEN,DEN,Denver International Airport,Large airport,Denver,United States
KDSM,DSM,Des Moines International Airport,Large airport,Des Moines,United States
KVPS,VPS,Destin-Ft Walton Beach Airport,Large airport,Valparaiso,United States
KDTW,DTW,Detroit Metropolitan Airport,Large airport,Detroit,United States
KDLF,DLF,DLF Airport,Large airport,Del Rio,United States
KMGE,MGE,Dobbins Air Reserve Base,Large airport,Marietta,United States
MMGL,GDL,Don Miguel Hidalgo Y Costilla International Airport,Large airport,Guadalajara,Mexico
KDOV,DOV,Dover Air Force Base,Large airport,Dover,United States
KDBQ,DBQ,Dubuque Regional Airport,Large airport,Dubuque,United States
KDLH,DLH,Duluth International Airport,Large airport,Duluth,United States
KDYS,DYS,Dyess Air Force Base,Large airport,Abilene,United States
CYEG,YEG,Edmonton International Airport,Large airport,Edmonton,Canada
KEDW,EDW,Edwards Air Force Base,Large airport,Edwards,United States
KOMA,OMA,Eppley Airfield,Large airport,Omaha,United States
KERI,ERI,Erie International Tom Ridge Field,Large airport,Erie,United States
PAFA,FAI,Fairbanks International Airport,Large airport,Fairbanks,United States
KSKA,SKA,Fairchild Air Force Base,Large airport,Spokane,United States
KFLL,FLL,Fort Lauderdale Hollywood International Airport,Large airport,Fort Lauderdale,United States
KFSM,FSM,Fort Smith Regional Airport,Large airport,Fort Smith,United States
KFWA,FWA,Fort Wayne International Airport,Large airport,Fort Wayne,United States
KAFW,AFW,Fort Worth Alliance Airport,Large airport,Fort Worth,United States
KFTW,FTW,Fort Worth Meacham International Airport,Large airport,Fort Worth,United States
MMTJ,TIJ,General Abelardo L. Rodríguez International Airport,Large airport,Tijuana,Mexico
KBOS,BOS,Logan International Airport,Large airport,Boston,United States
MMHO,HMO,General Ignacio P. Garcia International Airport,Large airport,Hermosillo,Mexico
MMAA,ACA,General Juan N Alvarez International Airport,Large airport,Acapulco,Mexico
MMMY,MTY,General Mariano Escobedo International Airport,Large airport,Monterrey,Mexico
KMKE,MKE,General Mitchell International Airport,Large airport,Milwaukee,United States
KPIA,PIA,General Wayne A. Downing Peoria International Airport,Large airport,Peoria,United States
KIAH,IAH,George Bush Intercontinental Airport,Large airport,Houston,United States
KROC,ROC,Greater Rochester International Airport,Large airport,Rochester,United States
KGSP,GSP,Greenville Spartanburg International Airport,Large airport,Greenville,United States
KGUS,GUS,Grissom Air Reserve Base,Large airport,Peru,United States
KGPT,GPT,Gulfport Biloxi International Airport,Large airport,Gulfport,United States
CYHZ,YHZ,Halifax / Stanfield International Airport,Large airport,Halifax,Canada
KATL,ATL,Hartsfield-Jackson Atlanta International Airport,Large airport,Atlanta,United States
KHMN,HMN,Holloman Air Force Base,Large airport,Alamogordo,United States
KHSV,HSV,Huntsville International Carl T Jones Field,Large airport,Huntsville,United States
KIND,IND,Indianapolis International Airport,Large airport,Indianapolis,United States
KJAN,JAN,Jackson-Medgar Wiley Evers International Airport,Large airport,Jackson,United States
KJAX,JAX,Jacksonville International Airport,Large airport,Jacksonville,United States
KDAY,DAY,James M Cox Dayton International Airport,Large airport,Dayton,United States
KJFK,JFK,John F. Kennedy International Airport,Large airport,New York,United States
KCMH,CMH,John Glenn Columbus International Airport,Large airport,Columbus,United States
KSNA,SNA,John Wayne Airport-Orange County Airport,Large airport,Santa Ana,United States
KADW,ADW,Andrews Air Force Base,Large airport,Camp Springs,United States
KJLN,JLN,Joplin Regional Airport,Large airport,Joplin,United States
MUHA,HAV,José Martí International Airport,Large airport,Havana,Cuba
MUVR,VRA,Juan Gualberto Gomez International Airport,Large airport,Varadero,Cuba
KMCI,MCI,Kansas City International Airport,Large airport,Kansas City,United States
MGGT,GUA,La Aurora Airport,Large airport,Guatemala City,Guatemala
KLGA,LGA,La Guardia Airport,Large airport,New York,United States
KLFT,LFT,Lafayette Regional Airport,Large airport,Lafayette,United States
KLFI,LFI,Langley Air Force Base,Large airport,Hampton,United States
MDSD,SDQ,Las Américas International Airport,Large airport,Santo Domingo,Dominican Republic
CYYZ,YYZ,Toronto Pearson International Airport,Large airport,Toronto,Canada
MMMX,MEX,Mexico City International Airport,Large airport,Mexico City,Mexico
MMPR,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Large airport,Puerto Vallarta,Mexico
KLAX,LAX,Los Angeles International Airport,Large airport,Los Angeles,United States
MMSD,SJD,Los Cabos International Airport,Large airport,San José del Cabo,Mexico
KMSY,MSY,Louis Armstrong New Orleans International Airport,Large airport,New Orleans,United States
KSDF,SDF,Louisville International Airport,Large airport,Louisville,United States
KCHA,CHA,Lovell Field,Large airport,Chattanooga,United States
KLBB,LBB,Lubbock Preston Smith International Airport,Large airport,Lubbock,United States
TJSJ,SJU,Luis Munoz Marin International Airport,Large airport,San Juan,Puerto Rico
KLUF,LUF,Luke Air Force Base,Large airport,Glendale,United States
MYNN,NAS,Lynden Pindling International Airport,Large airport,Nassau,Bahamas
KMCF,MCF,Mac Dill Air Force Base,Large airport,Tampa,United States
KMHT,MHT,Manchester-Boston Regional Airport,Large airport,Manchester,United States
KMBS,MBS,MBS International Airport,Large airport,Saginaw,United States
KLAS,LAS,McCarran International Airport,Large airport,Las Vegas,United States
KTCM,TCM,McChord Air Force Base,Large airport,Tacoma,United States
KTYS,TYS,McGhee Tyson Airport,Large airport,Knoxville,United States
KMEM,MEM,Memphis International Airport,Large airport,Memphis,United States
KOAK,OAK,Metropolitan Oakland International Airport,Large airport,Oakland,United States
KMIA,MIA,Miami International Airport,Large airport,Miami,United States
KMSP,MSP,Minneapolis–Saint Paul International Airport,Large airport,Minneapolis,United States
KMOB,MOB,Mobile Regional Airport,Large airport,Mobile,United States
KMLU,MLU,Monroe Regional Airport,Large airport,Monroe,United States
MSLP,SAL,Monseñor Óscar Arnulfo Romero International Airport,Large airport,San Salvador (San Luis Talpa),El Salvador
KMGM,MGM,Montgomery Regional (Dannelly Field) Airport,Large airport,Montgomery,United States
CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,Large airport,Montréal,Canada
KMUO,MUO,Mountain Home Air Force Base,Large airport,Mountain Home,United States
KBNA,BNA,Nashville International Airport,Large airport,Nashville,United States
KEWR,EWR,Newark Liberty International Airport,Large airport,Newark,United States
KPHF,PHF,Newport News Williamsburg International Airport,Large airport,Newport News,United States
KORF,ORF,Norfolk International Airport,Large airport,Norfolk,United States
MKJP,KIN,Norman Manley International Airport,Large airport,Kingston,Jamaica
KSJC,SJC,Norman Y. Mineta San Jose International Airport,Large airport,San Jose,United States
KONT,ONT,Ontario International Airport,Large airport,Ontario,United States
KMCO,MCO,Orlando International Airport,Large airport,Orlando,United States
KSFB,SFB,Orlando Sanford International Airport,Large airport,Orlando,United States
CYOW,YOW,Ottawa Macdonald-Cartier International Airport,Large airport,Ottawa,Canada
MWCR,GCM,Owen Roberts International Airport,Large airport,Georgetown,Cayman Islands
KPBI,PBI,Palm Beach International Airport,Large airport,West Palm Beach,United States
KPHL,PHL,Philadelphia International Airport,Large airport,Philadelphia,United States
MZBZ,BZE,Philip S. W. Goldson International Airport,Large airport,Belize City,Belize
KPHX,PHX,Phoenix Sky Harbor International Airport,Large airport,Phoenix,United States
KGSO,GSO,Piedmont Triad International Airport,Large airport,Greensboro,United States
KPIT,PIT,Pittsburgh International Airport,Large airport,Pittsburgh,United States
TFFR,PTP,Pointe-à-Pitre Le Raizet,Large airport,Pointe-à-Pitre,Guadeloupe
KPDX,PDX,Portland International Airport,Large airport,Portland,United States
KPWM,PWM,Portland International Jetport Airport,Large airport,Portland,United States
TNCM,SXM,Princess Juliana International Airport,Large airport,Saint Martin,Sint Maarten
MDPC,PUJ,Punta Cana International Airport,Large airport,Punta Cana,Dominican Republic
KMLI,MLI,Quad City International Airport,Large airport,Moline,United States
KRDU,RDU,Raleigh Durham International Airport,Large airport,Raleigh/Durham,United States
KRND,RND,Randolph Air Force Base,Large airport,Universal City,United States
KHIB,HIB,Range Regional Airport,Large airport,Hibbing,United States
KRNO,RNO,Reno Tahoe International Airport,Large airport,Reno,United States
KRIC,RIC,Richmond International Airport,Large airport,Richmond,United States
KAMA,AMA,Rick Husband Amarillo International Airport,Large airport,Amarillo,United States
KLCK,LCK,Rickenbacker International Airport,Large airport,Columbus,United States
KROA,ROA,Roanoke–Blacksburg Regional Airport,Large airport,Roanoke,United States
KWRB,WRB,Robins Air Force Base,Large airport,Warner Robins,United States
KRST,RST,Rochester International Airport,Large airport,Rochester,United States
KDCA,DCA,Ronald Reagan Washington National Airport,Large airport,Washington,United States
KSMF,SMF,Sacramento International Airport,Large airport,Sacramento,United States
KSLC,SLC,Salt Lake City International Airport,Large airport,Salt Lake City,United States
KSAT,SAT,San Antonio International Airport,Large airport,San Antonio,United States
KSAN,SAN,San Diego International Airport,Large airport,San Diego,United States
KSFO,SFO,San Francisco International Airport,Large airport,San Francisco,United States
KSRQ,SRQ,Sarasota Bradenton International Airport,Large airport,Sarasota/Bradenton,United States
KSAV,SAV,Savannah Hilton Head International Airport,Large airport,Savannah,United States
KBLV,BLV,Scott AFB/Midamerica Airport,Large airport,Belleville,United States
KSEA,SEA,Seattle-Tacoma International Airport,Large airport,Seattle,United States
KGSB,GSB,Seymour Johnson Air Force Base,Large airport,Goldsboro,United States
KSSC,SSC,Shaw Air Force Base,Large airport,Sumter,United States
KSPS,SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,Large airport,Wichita Falls,United States
KSUX,SUX,Sioux Gateway Col. Bud Day Field,Large airport,Sioux City,United States
KSBN,SBN,South Bend Regional Airport,Large airport,South Bend,United States
KRSW,RSW,Southwest Florida International Airport,Large airport,Fort Myers,United States
KSUS,SUS,Spirit of St Louis Airport,Large airport,St Louis,United States
KGEG,GEG,Spokane International Airport,Large airport,Spokane,United States
KSGF,SGF,Springfield Branson National Airport,Large airport,Springfield,United States
KSTL,STL,St Louis Lambert International Airport,Large airport,St Louis,United States
CYYT,YYT,St. John's International Airport,Large airport,St. John's,Canada
KSYR,SYR,Syracuse Hancock International Airport,Large airport,Syracuse,United States
KTLH,TLH,Tallahassee Regional Airport,Large airport,Tallahassee,United States
KTPA,TPA,Tampa International Airport,Large airport,Tampa,United States
PANC,ANC,Ted Stevens Anchorage International Airport,Large airport,Anchorage,United States
KCID,CID,The Eastern Iowa Airport,Large airport,Cedar Rapids,United States
KPVD,PVD,Theodore Francis Green State Airport,Large airport,Providence,United States
KTIK,TIK,Tinker Air Force Base,Large airport,Oklahoma City,United States
MPTO,PTY,Tocumen International Airport,Large airport,Tocumen,Panama
KTOL,TOL,Toledo Express Airport,Large airport,Toledo,United States
KSUU,SUU,Travis Air Force Base,Large airport,Fairfield,United States
KTRI,TRI,Tri-Cities Regional TN/VA Airport,Large airport,Bristol/Johnson/Kingsport,United States
KHTS,HTS,Tri-State/Milton J. Ferguson Field,Large airport,Huntington,United States
KTUS,TUS,Tucson International Airport,Large airport,Tucson,United States
KTUL,TUL,Tulsa International Airport,Large airport,Tulsa,United States
KPAM,PAM,Tyndall Air Force Base,Large airport,Panama City,United States
KEND,END,Vance Air Force Base,Large airport,Enid,United States
CYVR,YVR,Vancouver International Airport,Large airport,Vancouver,Canada
KVBG,VBG,Vandenberg Air Force Base,Large airport,Lompoc,United States
CYYJ,YYJ,Victoria International Airport,Large airport,Victoria,Canada
KIAD,IAD,Washington Dulles International Airport,Large airport,Washington,United States
KSZL,SZL,Whiteman Air Force Base,Large airport,Knob Noster,United States
KICT,ICT,Wichita Eisenhower National Airport,Large airport,Wichita,United States
KOKC,OKC,Will Rogers World Airport,Large airport,Oklahoma City,United States
KHOU,HOU,William P Hobby Airport,Large airport,Houston,United States
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Large airport,Winnipeg,Canada
KFFO,FFO,Wright-Patterson Air Force Base,Large airport,Dayton,United States
KCRW,CRW,Yeager Airport,Large airport,Charleston,United States
BGAA,JEG,Aasiaat Airport,Medium airport,Aasiaat,Greenland
CYXX,YXX,Abbotsford Airport,Medium airport,Abbotsford,Canada
MUSC,SNU,Abel Santamaria Airport,Medium airport,Santa Clara,Cuba
KABR,ABR,Aberdeen Regional Airport,Medium airport,Aberdeen,United States
KABI,ABI,Abilene Regional Airport,Medium airport,Abilene,United States
MMCS,CJS,Abraham González International Airport,Medium airport,Ciudad Juárez,Mexico
KARA,ARA,Acadiana Regional Airport,Medium airport,New Iberia,United States
PADK,ADK,Adak Airport,Medium airport,Adak Island,United States
KSLK,SLK,Adirondack Regional Airport,Medium airport,Saranac Lake,United States
MRAO,TTQ,Aerotortuguero Airport,Medium airport,Roxana,Costa Rica
CYKD,LAK,Aklavik/Freddie Carmichael Airport,Medium airport,Aklavik,Canada
KCAK,CAK,Akron Canton Regional Airport,Medium airport,Akron,United States
KAKR,AKC,Akron Fulton International Airport,Medium airport,Akron,United States
CYKO,AKV,Akulivik Airport,Medium airport,Akulivik,Canada
KALM,ALM,Alamogordo White Sands Regional Airport,Medium airport,Alamogordo,United States
KALB,ALB,Albany International Airport,Medium airport,Albany,United States
KOAJ,OAJ,Albert J Ellis Airport,Medium airport,Jacksonville,United States
MUTD,TND,Alberto Delgado Airport,Medium airport,Trinidad,Cuba
WKK,Aleknagik / New Airport,Medium airport,Aleknagik,United States,
CYLT,YLT,Alert Airport,Medium airport,Alert,Canada
CYAL,YAL,Alert Bay Airport,Medium airport,Alert Bay,Canada
KAEX,AEX,Alexandria International Airport,Medium airport,Alexandria,United States
KALI,ALI,Alice International Airport,Medium airport,Alice,United States
KAGC,AGC,Allegheny County Airport,Medium airport,Pittsburgh,United States
PABI,BIG,Allen Army Airfield,Medium airport,Delta Junction Ft Greely,United States
CYTF,YTF,Alma Airport,Medium airport,Alma,Canada
MPCE,CTD,Alonso Valderrama Airport,Medium airport,Chitré,Panama
KAPN,APN,Alpena County Regional Airport,Medium airport,Alpena,United States
KAOO,AOO,Altoona Blair County Airport,Medium airport,Altoona,United States
MMEP,TPQ,Amado Nervo National Airport,Medium airport,Tepic,Mexico
PAFM,ABL,Ambler Airport,Medium airport,Ambler,United States
CYEY,YEY,Amos/Magny Airport,Medium airport,Amos,Canada
PAKP,AKP,Anaktuvuk Pass Airport,Medium airport,Anaktuvuk Pass,United States
KAND,AND,Anderson Regional Airport,Medium airport,Anderson,United States
MYAF,ASD,Andros Town Airport,Medium airport,Andros Town,Bahamas
MMTG,TGZ,Angel Albino Corzo International Airport,Medium airport,Tuxtla Gutiérrez,Mexico
KLFK,LFK,Angelina County Airport,Medium airport,Lufkin,United States
PANI,ANI,Aniak Airport,Medium airport,Aniak,United States
PANT,ANN,Annette Island Airport,Medium airport,Annette,United States
KANB,ANB,Anniston Regional Airport,Medium airport,Anniston,United States
MUCU,SCU,Antonio Maceo International Airport,Medium airport,Santiago,Cuba
TJAB,ARE,Antonio Nery Juarbe Pol Airport,Medium airport,Arecibo,Puerto Rico
PANV,ANV,Anvik Airport,Medium airport,Anvik,United States
PARC,ARC,Arctic Village Airport,Medium airport,Arctic Village,United States
TVSA,SVD,Argyle International Airport,Medium airport,Kingstown,Saint Vincent and the Grenadines
KBYH,BYH,Arkansas International Airport,Medium airport,Blytheville,United States
CYYW,YYW,Armstrong Airport,Medium airport,Armstrong,Canada
KLBE,LBE,Arnold Palmer Regional Airport,Medium airport,Latrobe,United States
MYCA,ATC,Arthur's Town Airport,Medium airport,Arthur's Town,Bahamas
CYEK,YEK,Arviat Airport,Medium airport,Arviat,Canada
KASE,ASE,Aspen-Pitkin Co/Sardy Field,Medium airport,Aspen,United States
KAST,AST,Astoria Regional Airport,Medium airport,Astoria,United States
KAHN,AHN,Athens Ben Epps Airport,Medium airport,Athens,United States
CYIB,YIB,Atikokan Municipal Airport,Medium airport,Atikokan,Canada
KACY,ACY,Atlantic City International Airport,Medium airport,Atlantic City,United States
PATQ,ATK,Atqasuk Edward Burnell Sr Memorial Airport,Medium airport,Atqasuk,United States
CYAT,YAT,Attawapiskat Airport,Medium airport,Attawapiskat,Canada
KAUG,AUG,Augusta State Airport,Medium airport,Augusta,United States
MNMG,MGA,Augusto C. Sandino (Managua) International Airport,Medium airport,Managua,Nicaragua
CYLA,YPJ,Aupaluk Airport,Medium airport,Aupaluk,Canada
KUAO,,Aurora State Airport,Medium airport,Aurora,United States
MMCL,CUL,Bachigualato Federal International Airport,Medium airport,Culiacán,Mexico
MMBT,HUX,Bahías de Huatulco International Airport,Medium airport,Huatulco,Mexico
CYBC,YBC,Baie Comeau Airport,Medium airport,Baie-Comeau,Canada
KBKE,BKE,Baker City Municipal Airport,Medium airport,Baker City,United States
CYBK,YBK,Baker Lake Airport,Medium airport,Baker Lake,Canada
PHBK,BKH,Barking Sands Airport,Medium airport,Kekaha,United States
KPAH,PAH,Barkley Regional Airport,Medium airport,Paducah,United States
KHYA,HYA,Barnstable Municipal Boardman Polando Field,Medium airport,Hyannis,United States
MRBC,BCL,Barra del Colorado Airport,Medium airport,Pococi,Costa Rica
KDAG,DAG,Barstow Daggett Airport,Medium airport,Daggett,United States
PABA,BTI,Barter Island LRRS Airport,Medium airport,Barter Island Lrrs,United States
CZBF,ZBF,Bathurst Airport,Medium airport,Bathurst,Canada
KBTR,BTR,Baton Rouge Metropolitan Airport,Medium airport,Baton Rouge,United States
KBDE,BDE,Baudette International Airport,Medium airport,Baudette,United States
KNBC,,Beaufort MCAS - Merritt Field,Medium airport,Beaufort,United States
KDRI,DRI,Beauregard Regional Airport,Medium airport,De Ridder,United States
KBVI,BFP,Beaver County Airport,Medium airport,Beaver Falls,United States
CYXQ,YXQ,Beaver Creek Airport,Medium airport,Beaver Creek,Canada
CYBD,QBC,Bella Coola Airport,Medium airport,Bella Coola,Canada
KBLI,BLI,Bellingham International Airport,Medium airport,Bellingham,United States
KBJI,BJI,Bemidji Regional Airport,Medium airport,Bemidji,United States
CYBV,YBV,Berens River Airport,Medium airport,Berens River,Canada
KBTM,BTM,Bert Mooney Airport,Medium airport,Butte,United States
PABE,BET,Bethel Airport,Medium airport,Bethel,United States
PABT,BTT,Bettles Airport,Medium airport,Bettles,United States
KBVY,BVY,Beverly Municipal Airport,Medium airport,Beverly,United States
KBYS,BYS,Bicycle Lake Army Air Field,Medium airport,Fort Irwin/Barstow,United States
CYTL,YTL,Big Trout Lake Airport,Medium airport,Big Trout Lake,Canada
KBIF,BIF,Biggs Army Air Field (Fort Bliss),Medium airport,Fort Bliss/El Paso,United States
CYTZ,YTZ,Billy Bishop Toronto City Centre Airport,Medium airport,Toronto,Canada
PABV,,Birchwood Airport,Medium airport,Birchwood,United States
KDUG,DUG,Bisbee Douglas International Airport,Medium airport,Douglas Bisbee,United States
KFNT,FNT,Bishop International Airport,Medium airport,Flint,United States
KBIS,BIS,Bismarck Municipal Airport,Medium airport,Bismarck,United States
CYCP,,Blue River Airport,Medium airport,Blue River,Canada
MNBL,BEF,Bluefields Airport,Medium airport,Bluefileds,Nicaragua
KBLH,BLH,Blythe Airport,Medium airport,Blythe,United States
PAIK,IAN,Bob Baker Memorial Airport,Medium airport,Kiana,United States
KBUR,BUR,Bob Hope Airport,Medium airport,Burbank,United States
KCEW,CEW,Bob Sikes Airport,Medium airport,Crestview,United States
MPBO,BOC,Bocas Del Toro International Airport,Medium airport,Isla Colón,Panama
CYVB,YVB,Bonaventure Airport,Medium airport,Bonaventure,Canada
CYBF,YBY,Bonnyville Airport,Medium airport,Bonnyville,Canada
KHRO,HRO,Boone County Airport,Medium airport,Harrison,United States
MKBS,OCJ,Boscobel Aerodrome,Medium airport,Ocho Rios,Jamaica
CZBB,YDT,Boundary Bay Airport,Medium airport,Vancouver,Canada
KHQM,HQM,Bowerman Airport,Medium airport,Hoquiam,United States
KBWG,BWG,Bowling Green Warren County Regional Airport,Medium airport,Bowling Green,United States
KLOU,LOU,Bowman Field,Medium airport,Louisville,United States
KBFD,BFD,Bradford Regional Airport,Medium airport,Bradford,United States
PHSF,BSF,Bradshaw Army Airfield,Medium airport,Camp Pohakuloa,United States
KBRD,BRD,Brainerd Lakes Regional Airport,Medium airport,Brainerd,United States
CNC3,,Brampton Airport,Medium airport,Brampton,Canada
CYBR,YBR,Brandon Municipal Airport,Medium airport,Brandon,Canada
KPWT,PWT,Bremerton National Airport,Medium airport,Bremerton,United States
CYBT,YBT,Brochet Airport,Medium airport,Brochet,Canada
CZBM,ZBM,Bromont (Roland Desourdy) Airport,Medium airport,Bromont,Canada
KSDM,SDM,Brown Field Municipal Airport,Medium airport,San Diego,United States
KBRO,BRO,Brownsville South Padre Island International Airport,Medium airport,Brownsville,United States
KBXM,NHZ,Brunswick Executive Airport,Medium airport,Brunswick,United States
KBQK,BQK,Brunswick Golden Isles Airport,Medium airport,Brunswick,United States
KBCE,BCE,Bryce Canyon Airport,Medium airport,Bryce Canyon,United States
PABL,BKC,Buckland Airport,Medium airport,Buckland,United States
KBKF,BFK,Buckley Air Force Base,Medium airport,Aurora,United States
MRBA,BAI,Buenos Aires Airport,Medium airport,Punta Arenas,Costa Rica
KBKL,BKL,Burke Lakefront Airport,Medium airport,Cleveland,United States
KBYI,BYI,Burley Municipal Airport,Medium airport,Burley,United States
KBTV,BTV,Burlington International Airport,Medium airport,Burlington,United States
KBNO,BNO,Burns Municipal Airport,Medium airport,Burns,United States
CYDB,YDB,Burwash Airport,Medium airport,Burwash,Canada
CYKZ,YKZ,Buttonville Municipal Airport,Medium airport,Toronto,Canada
KFCS,FCS,Butts AAF (Fort Carson) Air Field,Medium airport,Fort Carson,United States
MDCR,CBJ,Cabo Rojo Airport,Medium airport,Cabo Rojo,Dominican Republic
MMSL,,Cabo San Lucas International Airport,Medium airport,Cabo San Lucas,Mexico
KOZR,OZR,Cairns AAF (Fort Rucker) Air Field,Medium airport,Fort Rucker/Ozark,United States
CYBW,,Calgary / Springbank Airport,Medium airport,Calgary,Canada
KACV,ACV,California Redwood Coast-Humboldt County Airport,Medium airport,Arcata/Eureka,United States
CYCB,YCB,Cambridge Bay Airport,Medium airport,Cambridge Bay,Canada
KNFG,,Camp Pendleton MCAS (Munn Field) Airport,Medium airport,Oceanside,United States
KHOP,HOP,Campbell AAF (Fort Campbell) Air Field,Medium airport,Fort Campbell/Hopkinsville,United States
CYBL,YBL,Campbell River Airport,Medium airport,Campbell River,Canada
TDCF,DCF,Canefield Airport,Medium airport,Canefield,Dominica
TVSC,CIW,Canouan Airport,Medium airport,Canouan,Saint Vincent and the Grenadines
MTCH,CAP,Cap Haitien International Airport,Medium airport,Cap Haitien,Haiti
MPCH,CHX,Cap Manuel Niño International Airport,Medium airport,Changuinola,Panama
KXMR,,Cape Canaveral AFS Skid Strip,Medium airport,Cocoa Beach,United States
CYTE,YTE,Cape Dorset Airport,Medium airport,Cape Dorset,Canada
KCGI,CGI,Cape Girardeau Regional Airport,Medium airport,Cape Girardeau,United States
PALU,LUR,Cape Lisburne LRRS Airport,Medium airport,Cape Lisburne,United States
KWWD,WWD,Cape May County Airport,Medium airport,Wildwood,United States
PAEH,EHM,Cape Newenham LRRS Airport,Medium airport,Cape Newenham,United States
PACZ,CZF,Cape Romanzof LRRS Airport,Medium airport,Cape Romanzof,United States
KLAN,LAN,Capital City Airport,Medium airport,Lansing,United States
MMCY,CYW,Captain Rogelio Castillo National Airport,Medium airport,Celaya,Mexico
KCAR,CAR,Caribou Municipal Airport,Medium airport,Caribou,United States
MUBY,BYM,Carlos Manuel de Cespedes Airport,Medium airport,Bayamo,Cuba
MMVA,VSA,Carlos Rovirosa Pérez International Airport,Medium airport,Villahermosa,Mexico
CYCA,YRF,Cartwright Airport,Medium airport,Cartwright,Canada
MDLR,LRM,Casa De Campo International Airport,Medium airport,La Romana,Dominican Republic
KCPR,CPR,Casper-Natrona County International Airport,Medium airport,Casper,United States
KMER,MER,Castle Airport,Medium airport,Merced,United States
CYCG,YCG,Castlegar/West Kootenay Regional Airport,Medium airport,Castlegar,Canada
CYAC,YAC,Cat Lake Airport,Medium airport,Cat Lake,Canada
KCNM,CNM,Cavern City Air Terminal,Medium airport,Carlsbad,United States
KCDC,CDC,Cedar City Regional Airport,Medium airport,Cedar City,United States
KAPA,APA,Centennial Airport,Medium airport,Denver,United States
KGRI,GRI,Central Nebraska Regional Airport,Medium airport,Grand Island,United States
KCWA,CWA,Central Wisconsin Airport,Medium airport,Mosinee,United States
CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,Medium airport,Centralia,Canada
CYBG,YBG,CFB Bagotville,Medium airport,Bagotville,Canada
CYOD,YOD,CFB Cold Lake,Medium airport,Cold Lake,Canada
CYZX,YZX,CFB Greenwood,Medium airport,Greenwood,Canada
CYTR,YTR,CFB Trenton,Medium airport,Trenton,Canada
KCDR,CDR,Chadron Municipal Airport,Medium airport,Chadron,United States
KYKN,YKN,Chan Gurney Municipal Airport,Medium airport,Yankton,United States
KAXN,AXN,Chandler Field,Medium airport,Alexandria,United States
