ICAO,IATA,Name,Type,Municipality,Country
AYNW,NWT,Nowata Airport,Small airport,Nowata,Papua New Guinea
YNUJ,,Nudjaburra Airport,Small airport,,Australia
AYNI,NUG,Nuguria Airstrip,Small airport,Nuguria Island,Papua New Guinea
AYWN,,Nugwaia Airstrip,Small airport,Nugwaia,Papua New Guinea
AYNU,UKU,Nuku Airport,Small airport,Nuku,Papua New Guinea
NTGW,NUK,Nukutavake Airport,Small airport,Nukutavake,French Polynesia
NTKU,NKP,Nukutepipi Airport,Small airport,Nukutepipi,French Polynesia
YNUB,NUR,Nullabor Motel Airport,Small airport,,Australia
YNUL,NLL,Nullagine Airport,Small airport,,Australia
YNUM,NUB,Numbulwar Airport,Small airport,,Australia
YNUE,,Numery Airport,Small airport,,Australia
YNDR,,Nundroo Airport,Small airport,,Australia
AGGN,GZO,Nusatupe Airport,Small airport,Gizo,Solomon Islands
YNUT,UTD,Nutwood Downs Airport,Small airport,Nutwood Downs,Australia
YNYG,,Nyang Airport,Small airport,,Australia
YNYM,,Nymagee Airport,Small airport,,Australia
YNYN,NYN,Nyngan Airport,Small airport,,Australia
YNYP,,Nypari Airport,Small airport,,Australia
YNRR,,Nyrripi Airport,Small airport,,Australia
YOKV,,Oak Valley Airport,Small airport,,Australia
YOKE,,Oakvale Airport,Small airport,,Australia
YOAY,,Oaky Creek Airport,Small airport,,Australia
AYOB,OBX,Obo Airport,Small airport,Obo,Papua New Guinea
AYOD,,Obura Airstrip,Small airport,Obura,Papua New Guinea
YOEN,OPI,Oenpelli Airport,Small airport,,Australia
NSAS,OFU,Ofu Village Airport,Small airport,Ofu Village,American Samoa
AYOG,OGE,Ogeranang Airport,Small airport,,Papua New Guinea
AYOF,OKV,Okao Airport,Small airport,Okao,Papua New Guinea
AYOH,,Okisai Airstrip,Small airport,Okisai,Papua New Guinea
NZOX,,Okiwi Station Airport,Small airport,,New Zealand
AYOJ,OKP,Oksapmin Airport,Small airport,Oksapmin,Papua New Guinea
YOAD,,Old Andado Airport,Small airport,,Australia
YOBR,,Old Bar Heritage Airport,Small airport,,Australia
AYOV,OLQ,Olsobip Airport,Small airport,Olsobip,Papua New Guinea
YOLD,OLP,Olympic Dam Airport,Small airport,Olympic Dam,Australia
NZOM,,Omaka Blenheim Airport,Small airport,Blenheim,New Zealand
NZOA,,Omarama Glider Airport,Small airport,,New Zealand
AYUO,,Omaura Airstrip,Small airport,Omaura,Papua New Guinea
YOMO,,Omeo Airport,Small airport,,Australia
YOMI,,Omicron Station Airport,Small airport,,Australia
AYOM,OSE,Omora Airport,Small airport,Omora,Papua New Guinea
YOAP,,One Arm Point Airport,Small airport,,Australia
NFOL,ONU,Ono-i-Lau Airport,Small airport,Ono-i-Lau,Fiji
AYQQ,ONB,Ononge Airport,Small airport,Onange Mission,Papua New Guinea
NGON,OOT,Onotoa Airport,Small airport,Onotoa,Kiribati
YOLW,ONS,Onslow Airport,Small airport,,Australia
YOOD,ODD,Oodnadatta Airport,Small airport,,Australia
YODA,,Ooldea Airport,Small airport,,Australia
YFRV,FVR,Oombulgurri Airport,Small airport,Forrest River Mission,Australia
YORT,,Ooratippra Airport,Small airport,,Australia
YOTN,,Ootann Airport,Small airport,,Australia
AYOY,OPB,Open Bay Airport,Small airport,Maitanakunai,Papua New Guinea
NZOP,,Opotiki Airport,Small airport,,New Zealand
AYYO,RAX,Oram Airport,Small airport,,Papua New Guinea
YORB,RBS,Orbost Airport,Small airport,,Australia
YORC,OKB,Orchid Beach Airport,Small airport,Orchid Beach,Australia
YORV,ODR,Ord River Airport,Small airport,Ord River,Australia
YOIT,,Orielton Airport,Small airport,,Australia
YORW,,Orient Well Airport,Small airport,,Australia
YORL,,Orleans Farm Airport,Small airport,,Australia
YORR,,Orroroo Airport,Small airport,,Australia
YOSB,OSO,Osborne Mine Airport,Small airport,,Australia
AYZS,OSG,Ossima Airport,Small airport,Ossima,Papua New Guinea
NZOT,,Otaki Airport,Small airport,Otaki,New Zealand
NWWT,,Oua Tom Airport,Small airport,La Foa,New Caledonia
NWWY,,Ouaco Airport,Small airport,Ouaco,New Caledonia
AYZU,,Oum Airstrip,Small airport,Oum,Papua New Guinea
YODL,,Ourdel Airport,Small airport,,Australia
YOUY,OYN,Ouyen Airport,Small airport,,Australia
AYWW,,Owena Airstrip,Small airport,Owenia,Papua New Guinea
YOLY,,Oxley Station Airport,Small airport,,Australia
YPAC,,Pacific Haven Airport,Small airport,,Australia
YPDY,,Padthaway Station Airport,Small airport,,Australia
TT01,,Pagan Airstrip,Small airport,Shomu-Shon,Northern Mariana Islands
AYPB,PLE,Paiela Airport,Small airport,Paiela,Papua New Guinea
NZPA,,Paihia Private Airport,Small airport,,New Zealand
YPAM,PMK,Palm Island Airport,Small airport,,Australia
YPME,,Palmer Airport,Small airport,,Australia
YPLI,,Palmers Island/Yamba Airport,Small airport,,Australia
PLPA,,Palmyra (Cooper) Airport,Small airport,Palmyra Island Atoll,United States Minor Outlying Islands
YPYA,,Palmyra Airstrip,Small airport,,Australia
YPUA,,Palumpa Airport,Small airport,,Australia
AYPW,,Panakawa Airport,Small airport,,Papua New Guinea
YPDI,PDE,Pandie Pandie Airport,Small airport,,Australia
AYPG,PGN,Pangia Airport,Small airport,Pangia,Papua New Guinea
AYPC,PGB,Pangoa Airport,Small airport,Pangoa,Papua New Guinea
YPNW,,Pannawonica Airport,Small airport,,Australia
YPAY,,Papunya Airport,Small airport,,Australia
NZPI,,Parakai Aerodrome,Small airport,,New Zealand
YPKI,,Parakylia Airport,Small airport,,Australia
AGGP,PRS,Parasi Airport,Small airport,Parasi,Solomon Islands
YPDO,PRD,Pardoo Airport,Small airport,Pardoo,Australia
YPDA,PDN,Parndana Airport,Small airport,Kangaroo Island,Australia
AYPK,,Pasinkap Airstrip,Small airport,Pasinkap,Papua New Guinea
YPCH,,Patchewollock Airport,Small airport,,Australia
YPTJ,,Patjarr Airport,Small airport,Patjarr,Australia
NZUN,,Pauanui Beach Glider Airport,Small airport,,New Zealand
YPYF,,Paynes Find Airport,Small airport,,Australia
YPLL,,Peak Hill Airport,Small airport,,Australia
YPKH,,Peak Hill Airport,Small airport,,Australia
YPKE,,Peake Airport,Small airport,,Australia
C23,,Peleliu Airport,Small airport,Babelthuap Island,Palau
YPEF,,Penfield Airfield,Small airport,Sunbury,Australia
YPSH,PEA,Penneshaw Airport,Small airport,Ironstone,Australia
YPNG,PEY,Penong Airport,Small airport,Penong,Australia
YPJI,,Perenjori Airport,Small airport,,Australia
YPBH,,Peterborough Airport,Small airport,,Australia
YPTB,,Peterborough Airport,Small airport,,Australia
YPID,,Phillip Island Airport,Small airport,,Australia
YPIX,,Pia Airport,Small airport,,Australia
YPCM,,Pickertaramoor Airstrip,Small airport,Tiwi College,Australia
NZPN,PCN,Picton Aerodrome,Small airport,Koromiko,New Zealand
YPGH,,Pigeon Hole Airport,Small airport,,Australia
YPLG,,Pilliga Airport,Small airport,,Australia
AYPJ,PMP,Pimaga Airport,Small airport,Pimaga,Papua New Guinea
AYPD,PDI,Pindiu Airport,Small airport,Pindiu,Papua New Guinea
YPNC,,Pine Creek Airport,Small airport,,Australia
YPIY,,Pingelly Airport,Small airport,,Australia
YPIN,,Pinnacle Airport,Small airport,,Australia
YPCS,,Pinnacles Homestead Airport,Small airport,,Australia
YPNN,,Pinnaroo Airport,Small airport,,Australia
YPWH,,Pittsworth Airport,Small airport,,Australia
NWWS,,Plaine des Lacs Airport,Small airport,Plaine des Lacs,New Caledonia
YPVD,,Plevna Downs Airport,Small airport,,Australia
YPMB,,Plumbago Airport,Small airport,,Australia
YPLU,,Plutonic Airport,Small airport,,Australia
YPCE,,Pooncarie Airport,Small airport,,Australia
NZPO,,Porangahau Aerodrome,Small airport,,New Zealand
YPOK,,Porepunkah Airport,Small airport,,Australia
YPMP,EDR,Pormpuraaw Airport,Small airport,Pormpuraaw,Australia
YPOP,,Porphyry Airport,Small airport,,Australia
NWWP,PUV,Poum Airport,Small airport,Poum,New Caledonia
YPRA,,Prairie Airport,Small airport,,Australia
YPRE,,Premer Betoota Airport,Small airport,,Australia
YPNI,,Prenti Downs Airport,Small airport,,Australia
YPMH,PXH,Prominent Hill Airport,Small airport,OZ Minerals Prominent Hill Mine,Australia
YPKL,,Puckapunyal (Military) Airport,Small airport,,Australia
NZPH,,Pudding Hill Aerodrome,Small airport,,New Zealand
NCPK,PZK,Pukapuka Island Airport,Small airport,Pukapuka Atoll,Cook Islands
AYPX,,Pukapuki Airstrip,Small airport,Pukapuki Vilage,Papua New Guinea
NTGQ,PUK,Pukarua Airport,Small airport,Pukarua,French Polynesia
AYPQ,PMN,Pumani Airport,Small airport,Pumani,Papua New Guinea
YPUN,,Punmu Airport,Small airport,,Australia
AYPU,,Puri Airport,Small airport,Puri,Papua New Guinea
YPYD,,Pyramid Hill Airport,Small airport,,Australia
YQDG,,Quairading Airport,Small airport,,Australia
YQBK,,Quambatook Airport,Small airport,,Australia
YQBE,,Quambone Royona Airport,Small airport,,Australia
YQUA,,Quarry2 Airport,Small airport,,Australia
YQNS,UEE,Queenstown Airport,Small airport,,Australia
YQUE,,Questa Park Airport,Small airport,,Australia
NVVQ,UIQ,Quion Hill Airport,Small airport,Quion Hill,Vanuatu
YQDI,UIR,Quirindi Airport,Small airport,,Australia
YQON,,Quondong Airport,Small airport,,Australia
YQRN,,Quorn Airport,Small airport,,Australia
YGIG,,RAAF Gingin,Small airport,,Australia
YBSG,,RAAF Scherger,Small airport,Weipa,Australia
YMPC,,RAAF Williams,Small airport,Point Cook,Australia
AYRE,RBP,Raba Raba Airport,Small airport,Rabaraba,Papua New Guinea
YRBT,,Rabbit Flat Airport,Small airport,,Australia
NFFR,RBI,Rabi Island Airport,Small airport,Rabi Island,Fiji
NZRA,RAG,Raglan Airfield,Small airport,,New Zealand
YRAG,,Raglan Airport,Small airport,,Australia
YRBW,,Rainbow Airport,Small airport,,Australia
YRBB,,Rainbow Beach Airport,Small airport,,Australia
NTAV,RVV,Raivavae Airport,Small airport,,French Polynesia
AGRM,RBV,Ramata Airport,Small airport,Ramata,Solomon Islands
YRNG,RAM,Ramingining Airport,Small airport,,Australia
NZRT,,Rangiora Airfield,Small airport,Rangiora,New Zealand
NZRK,,Rangitaiki Airfield,Small airport,,New Zealand
NZRI,,Rangitata Island Airport,Small airport,Rangitata Island,New Zealand
NTKO,RRR,Raroia Airport,Small airport,,French Polynesia
YRAV,,Ravensthorpe Airport,Small airport,,Australia
YNRV,RVT,Ravensthorpe Airport,Small airport,,Australia
YRWH,,Ravensworth Airport,Small airport,,Australia
YRAW,,Rawlinna Airport,Small airport,,Australia
YRWA,,Rawlinna Station Airport,Small airport,,Australia
YRYK,,Rawnsley Park Airport,Small airport,,Australia
YRRR,,Raymangirr Airport,Small airport,,Australia
YRAM,,Raymore Homestead Airport,Small airport,,Australia
YRHL,,Red Hill Station Airport,Small airport,,Australia
YRBM,,Redbank Mine Airport,Small airport,,Australia
YRED,,Redcliffe Airport,Small airport,Redcliffe,Australia
NVSR,RCL,Redcliffe Airport,Small airport,Redcliffe,Vanuatu
YRDM,,Redmont Airport,Small airport,,Australia
YRDY,,Reedys Airport,Small airport,,Australia
AGGR,RNL,Rennell/Tingoa Airport,Small airport,Rennell Island,Solomon Islands
YRRG,,Rhodes Ridge Airport,Small airport,,Australia
YRMD,RCM,Richmond Airport,Small airport,,Australia
YRID,,Riddell Airport,Small airport,Riddell,Australia
NTAM,RMT,Rimatara Airport,Small airport,Rimatara Island,French Polynesia
YRSK,,Ringer Soak Airport,Small airport,,Australia
AGRC,RIN,Ringi Cove Airport,Small airport,Ringi Cove,Solomon Islands
YRNW,,Ringwood Airport,Small airport,,Australia
YRVE,,Riveren Airport,Small airport,,Australia
YRBE,,Robe Airport,Small airport,Robe,Australia
YRBN,,Robertson Airstrip,Small airport,Carrington Falls,Australia
YROB,ROH,Robinhood Airport,Small airport,,Australia
YRBR,RRV,Robinson River Airport,Small airport,,Australia
YROI,RBC,Robinvale Airport,Small airport,,Australia
YRKS,,Rocklands Airport,Small airport,,Australia
YRLE,,Rocklea Airport,Small airport,,Australia
YROK,,Rocky River Airport,Small airport,,Australia
YROE,RBU,Roebourne Airport,Small airport,Roebourne,Australia
YRLL,,Rolleston Airport,Small airport,,Australia
YRSY,,Romsey Airport,Small airport,Romsey,Australia
YRRB,RPB,Roper Bar Airport,Small airport,Roper Bar,Australia
YRSB,RSB,Roseberth Airport,Small airport,,Australia
YRSV,,Rosevale Resort Airport,Small airport,,Australia
YROV,,Ross River Airport,Small airport,,Australia
YROT,,Rothsay Mine Airport,Small airport,,Australia
YRTI,RTS,Rottnest Island Airport,Small airport,,Australia
NFNR,RTA,Rotuma Airport,Small airport,Rotuma,Fiji
NZRX,,Roxburgh Aerodrome,Small airport,,New Zealand
YRXB,,Roxby Downs Station Airport,Small airport,,Australia
YRYH,RHL,Roy Hill Station Airport,Small airport,,Australia
NZRW,,Ruawai Aerodrome,Small airport,,New Zealand
YRUD,,Rudal River Airport,Small airport,,Australia
YRUG,,Rugby Airport,Small airport,,Australia
AYRG,RMN,Rumginae Airport,Small airport,,Papua New Guinea
YRTP,RTP,Rutland Plains Airport,Small airport,,Australia
NZRC,SZS,Ryan's Creek Aerodrome,Small airport,Oban,New Zealand
AYSH,SBV,Sabah Airport,Small airport,Sabah,Papua New Guinea
AYSF,SFU,Safia Airport,Small airport,Safia,Papua New Guinea
YSII,SBR,Saibai Island Airport,Small airport,Saibai Island,Australia
AYSD,SDI,Saidor Airport,Small airport,Saidor,Papua New Guinea
YSTA,,Saint Arnaud Airport,Small airport,,Australia
YSAI,,Saipem Airport,Small airport,,Australia
YSLT,,Sale Airport,Small airport,,Australia
AYSZ,,Samanzing Airstrip,Small airport,Samanzing,Papua New Guinea
AYSC,,Samban Airstrip,Small airport,Samban School,Papua New Guinea
AYSM,,Samberigi Airstrip,Small airport,Samberigi Mission,Papua New Guinea
YSFI,,Sandfire Airport,Small airport,,Australia
YSFY,,Sandfly Airport,Small airport,,Australia
YSAH,,Sandhill Airport,Small airport,,Australia
YSAN,NDS,Sandstone Airport,Small airport,Sandstone,Australia
AYSR,,Sangera Airstrip,Small airport,Sangera,Papua New Guinea
AGGT,NNB,Santa Ana Airport,Small airport,Santa Ana Island,Solomon Islands
AGGL,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Small airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands
YSTT,,Santa Teresa Airport,Small airport,,Australia
AYSP,SMH,Sapmanga Airport,Small airport,Sapmanga,Papua New Guinea
NVSH,SSR,Sara Airport,Small airport,Pentecost Island,Vanuatu
AYSS,TDS,Sasereme Airport,Small airport,Sasereme,Papua New Guinea
AYSW,SWG,Satwag Airport,Small airport,Satwag,Papua New Guinea
AYSV,SXW,Sauren Airport,Small airport,Sauren,Papua New Guinea
NFNS,SVU,Savusavu Airport,Small airport,Savusavu,Fiji
YSCO,NSO,Scone Airport,Small airport,,Australia
YSCA,,Scotia Sanctuary Airport,Small airport,,Australia
YSLK,,Sea Lake Airport,Small airport,,Australia
AGGS,EGM,Sege Airport,Small airport,Sege,Solomon Islands
AYSL,SXH,Sehulea Airport,Small airport,Sehulea,Papua New Guinea
AYSO,SBC,Selbang Airport,Small airport,Selbang,Papua New Guinea
AYSI,,Seltamin Airstrip,Small airport,Seltamin,Papua New Guinea
AYSK,SGK,Sengapi Airstrip,Small airport,Sengapi,Papua New Guinea
AYSQ,SPV,Sepik Plains Airport,Small airport,Sepik Plains,Papua New Guinea
YSEN,,Serpentine Airport,Small airport,,Australia
AYSY,,Serra Airstrip,Small airport,Serai,Papua New Guinea
YSHN,,Shannon River Airport,Small airport,,Australia
YSHG,SGP,Shay Gap Airport,Small airport,Shay Gap,Australia
YSHR,JHQ,Shute Harbour Airport,Small airport,,Australia
AYQS,SXA,Sialum Airport,Small airport,Sialum,Papua New Guinea
YSIA,,Siam Airport,Small airport,Siam,Australia
AYZW,,Siawi Airstrip,Small airport,Siawi,Papua New Guinea
AYZB,,Sibilanga Airstrip,Small airport,Sibilanga Mission,Papua New Guinea
AYSG,SIL,Sila Airport,Small airport,Sila Mission,Papua New Guinea
YSLG,,Silent Grove Airport,Small airport,,Australia
AYZI,SWR,Silur Airport,Small airport,Silur Mission,Papua New Guinea
YSVH,,Silver Hills Airport,Small airport,,Australia
YSVP,SSP,Silver Plains Airport,Small airport,Silver Plains,Australia
AYXI,SMJ,Sim Airport,Small airport,Sim,Papua New Guinea
AYSJ,SIM,Simbai Airport,Small airport,Simbai,Papua New Guinea
AYQB,,Simbari Airstrip,Small airport,Simbari,Papua New Guinea
AYSE,NIS,Simberi Airport,Small airport,Simberi Island,Papua New Guinea
AYQM,,Simogu Airstrip,Small airport,Simogu,Papua New Guinea
AYDY,,Sindeni Airstrip,Small airport,Sindeni,Papua New Guinea
YSGT,SIX,Singleton Airport,Small airport,Singleton,Australia
AYQV,,Sinow Airstrip,Small airport,Sinow,Papua New Guinea
AYSB,,Sirebi Airstrip,Small airport,Sirebi,Papua New Guinea
AYXS,,Sisamin Airstrip,Small airport,Sisamin,Papua New Guinea
AYZN,SIZ,Sissano Airport,Small airport,Sissano,Papua New Guinea
AYEW,SWE,Siwea Airport,Small airport,Siwea,Papua New Guinea
NVSE,EAE,Siwo Airport,Small airport,Emae Island,Vanuatu
AYLZ,,Slai Airstrip,Small airport,Slai,Papua New Guinea
YSMP,SHU,Smith Point Airport,Small airport,,Australia
AYMY,,Smok Airstrip,Small airport,Smok,Papua New Guinea
YSNT,,Snowtown Airport,Small airport,,Australia
NVSC,SLH,Sola Airport,Small airport,Sola,Vanuatu
YSOL,SLJ,Solomon Airport,Small airport,Karijini National Park,Australia
YSMB,,Somersby Airstrip,Small airport,Gosford,Australia
AYPA,,Somokopa Airstrip,Small airport,Somokopa,Papua New Guinea
AYZQ,,Sopise Airstrip,Small airport,Sopise,Papua New Guinea
AYQO,SPH,Sopu Airport,Small airport,Sopu,Papua New Guinea
YSDN,,Soudan Station Airport,Small airport,,Australia
YSGW,ZGL,South Galway Airport,Small airport,,Australia
YGBI,GBL,South Goulburn Is Airport,Small airport,,Australia
YSGR,,South Grafton Airport,Small airport,,Australia
YSWK,,South West Rocks Airport,Small airport,South West Rocks,Australia
YSCR,SQC,Southern Cross Airport,Small airport,,Australia
YSPT,SHQ,Southport Airport,Small airport,,Australia
YSOW,,Southwell Airport,Small airport,,Australia
NVSX,SWJ,Southwest Bay Airport,Small airport,Malekula Island,Vanuatu
YSPK,SCG,Spring Creek Airport,Small airport,,Australia
YSPF,,Springfield Airport,Small airport,,Australia
NZSL,,Springhill Airport,Small airport,,New Zealand
YSPI,,Springsure Airport,Small airport,,Australia
YSPV,KSV,Springvale Airport,Small airport,,Australia
YSGE,SGO,St George Airport,Small airport,,Australia
YSTH,HLS,St Helens Airport,Small airport,,Australia
YSLE,,St Leonards Airfield,Small airport,,Australia
YSBO,,Stanbroke Airport,Small airport,,Australia
YSPE,SNH,Stanthorpe Airport,Small airport,,Australia
YSFG,,Stonefield Gliding,Small airport,,Australia
YSTO,,Stonehenge Airport,Small airport,,Australia
YSRN,SRN,Strahan Airport,Small airport,,Australia
NZSD,,Stratford Airport,Small airport,Stratford,New Zealand
YSYN,,Strathalbyn Airport,Small airport,,Australia
YSVN,,Strathaven Airport,Small airport,,Australia
YSBG,,Strathbogie Airport,Small airport,,Australia
YSTB,,Strathburn Airport,Small airport,,Australia
YSDW,,Strathdownie Airport,Small airport,,Australia
YSTR,,Strathearn Airport,Small airport,,Australia
YSGD,,Strathgordon Airport,Small airport,,Australia
YSLN,,Strathleven Airport,Small airport,,Australia
YSMY,,Strathmay Airport,Small airport,,Australia
YSMR,STH,Strathmore Airport,Small airport,,Australia
YKBY,KBY,Streaky Bay Airport,Small airport,,Australia
YSTC,,Stuart Creek Airport,Small airport,Stuart Creek,Australia
AYST,,Sturt Island Airport,Small airport,,Papua New Guinea
AYSA,SBE,Suabi Airport,Small airport,,Papua New Guinea
AYUS,,Suame Airstrip,Small airport,Suame,Papua New Guinea
AGGV,VAO,Suavanao Airport,Small airport,Suavanao,Solomon Islands
YSDL,,Sudley Airport,Small airport,,Australia
AYXG,,Sugu Airstrip,Small airport,Sugu,Papua New Guinea
AYSU,SKC,Suki Airport,Small airport,Suki,Papua New Guinea
AYQW,,Sumwari Airstrip,Small airport,Sumwari,Papua New Guinea
YSRD,,Sunrise Dam Airport,Small airport,,Australia
YSUJ,,Supplejack Downs Airport,Small airport,,Australia
YSRT,,Surat Airport,Small airport,,Australia
YSWR,,Swan Reach Airport,Small airport,Swan Reach,Australia
YSWA,,Swansea Airport,Small airport,,Australia
YSWE,,Sweers Island Resort Airport,Small airport,,Australia
YSLV,,Sylvania Homestead Airport,Small airport,,Australia
NGTS,TSU,Tabiteuea South Airport,Small airport,Tabiteuea South,Kiribati
YTAB,TBL,Tableland Homestead Airport,Small airport,,Australia
PLFA,TNV,Tabuaeran Island Airport,Small airport,Tabuaeran Island,Kiribati
AYTB,TBG,Tabubil Airport,Small airport,Tabubil,Papua New Guinea
AYTJ,TAJ,Tadji Airport,Small airport,Aitape,Papua New Guinea
YTGG,,Taggerty Airport,Small airport,,Australia
AYTG,TGL,Tagula Airport,Small airport,Sudest Island,Papua New Guinea
NZTS,THH,Taharoa Aerodrome,Small airport,Taharoa,New Zealand
NZTI,,Taieri Airport,Small airport,,New Zealand
NZVR,,Taihape Airport,Small airport,Taihape,New Zealand
NZTK,KTF,Takaka Airport,Small airport,,New Zealand
NTKM,TJN,Takume Airport,Small airport,Takume,French Polynesia
AYVL,TLW,Talasea Airport,Small airport,Talasea,Papua New Guinea
YTVA,,Talavera Airport,Small airport,,Australia
AYTL,,Talbakul Airstrip,Small airport,Talbakul,Papua New Guinea
YTBG,,Talbingo Airport,Small airport,,Australia
YTML,,Tamala Airport,Small airport,,Australia
NGTM,TMN,Tamana Island Airport,Small airport,Tamana Island,Kiribati
YTMS,,Tambar Springs Airport,Small airport,,Australia
YTMB,,Tambo Airport,Small airport,,Australia
AYTM,,Tamo Airstrip,Small airport,Tamo,Papua New Guinea
YTMN,,Tanami Airport,Small airport,,Australia
YTAN,,Tanami Downs Airport,Small airport,,Australia
YTNB,TXR,Tanbar Airport,Small airport,Tanbar Station,Australia
YTAD,,Tandou Lake Airport,Small airport,,Australia
YTGA,TAN,Tangalooma Airport,Small airport,,Australia
YXTA,,Tangalooma Resort Airport,Small airport,,Australia
YTNR,,Tanumbirini Airport,Small airport,,Australia
AYTQ,,Tapen Airstrip,Small airport,Tapen,Papua New Guinea
AYTC,,Tapila Airstrip,Small airport,Mutam,Papua New Guinea
AYTI,TPI,Tapini Airport,Small airport,Tapini,Papua New Guinea
YTAA,XTR,Tara Airport,Small airport,,Australia
AYTR,TBQ,Tarabo Airport,Small airport,Tarabo,Papua New Guinea
AYTT,TRJ,Tarakbits Airport,Small airport,Tarakbits,Papua New Guinea
YTLG,,Taralga Grathawa Airport,Small airport,,Australia
YTRC,,Tarcombe Airport,Small airport,,Australia
YTAR,TAQ,Tarcoola Airport,Small airport,Tarcoola,Australia
YTCY,,Tarcoonyinna Airport,Small airport,,Australia
AYTA,TIZ,Tari Airport,Small airport,Tari,Papua New Guinea
YTLT,,Tarlton Downs Airport,Small airport,,Australia
YTAM,XTO,Taroom Airport,Small airport,,Australia
NTGO,TKV,Tatakoto Airport,Small airport,Tatakoto,French Polynesia
NZTM,,Taumarunui Airport,Small airport,,New Zealand
NVSI,PBJ,Tavie Airport,Small airport,Paama Island,Vanuatu
AYTW,TWY,Tawa Airport,Small airport,Tawa,Papua New Guinea
NZTA,,Te Aroha Airfield,Small airport,,New Zealand
NZTE,,Te Kowhai Airfield,Small airport,,New Zealand
NZTT,,Te Kuiti Airfield,Small airport,Te Kuiti,New Zealand
AYTZ,TKB,Tekadu Airport,Small airport,Tekadu,Papua New Guinea
NZTL,,Tekapo Aerodrome,Small airport,,New Zealand
AYTN,TKW,Tekin Airport,Small airport,Tekin,Papua New Guinea
AYTE,TFM,Telefomin Airport,Small airport,Telefomin,Papua New Guinea
YTPE,,Tempe Downs Airport,Small airport,,Australia
YTEN,,Tenneco Station Five Airport,Small airport,,Australia
YTNN,,Tenneco Station Four Airport,Small airport,,Australia
YTNE,,Tenneco Station One Airport,Small airport,,Australia
YTEC,,Tenneco Station Three Airport,Small airport,,Australia
YTOS,,Tenneco Station Two Airport,Small airport,,Australia
YTFD,,Tenterfield Airport,Small airport,Tenterfield,Australia
AYTP,TEP,Tep Tep Airport,Small airport,Teptep,Papua New Guinea
AYTY,TEO,Terapo Airport,Small airport,Terapo Mission,Papua New Guinea
AYTD,,Teredau Airport,Small airport,Tetehui,Papua New Guinea
AYTF,TDB,Tetebedi Airport,Small airport,Tetebedi,Papua New Guinea
NTTE,TTI,Tetiaroa Airport,Small airport,Tetiaroa,French Polynesia
NZTH,TMZ,Thames Aerodrome,Small airport,,New Zealand
YGDR,,The Garden Airport,Small airport,,Australia
YTGT,,The Granites Airport,Small airport,,Australia
YTGV,,The Grove Airport,Small airport,,Australia
YTMO,PHQ,The Monument Airport,Small airport,Phosphate Hill,Australia
YOAS,,The Oaks Airport,Small airport,,Australia
YTHD,TDN,Theda Station Airport,Small airport,Theda Station,Australia
YTDR,TDR,Theodore Airport,Small airport,,Australia
YTHV,,Thevenard Island Airport,Small airport,,Australia
YTHI,,Thistle Island Airport,Small airport,Thistle Island,Australia
YTHR,,Three Rivers Homestead Airport,Small airport,,Australia
YTHS,,Three Springs Airport,Small airport,,Australia
YTHY,TYG,Thylungra Airport,Small airport,,Australia
YTIT,,Ti Tree Airport,Small airport,,Australia
YTTE,,Ti Tree Airport,Small airport,,Australia
YTDL,,Tidal River Airport,Small airport,,Australia
YTYN,,Tieyon Airport,Small airport,,Australia
AYTH,TFB,Tifalmin Airport,Small airport,Tifalmin,Papua New Guinea
YTLP,,Tilpa Airport,Small airport,Tilpa,Australia
YTBR,TBK,Timber Creek Airport,Small airport,,Australia
AYTV,TBE,Timbunke Airport,Small airport,Timbunke,Papua New Guinea
AYYL,TCK,Tinboli Airport,Small airport,Tinboli,Papua New Guinea
YTIN,,Tintinara Airport,Small airport,,Australia
AYRR,,Tiri Airstrip,Small airport,Tiri,Papua New Guinea
YTJI,,Tjirrkarli Airport,Small airport,,Australia
YJUK,,Tjukurla Airport,Small airport,,Australia
YTJU,,Tjuntjuntjarra Airport,Small airport,,Australia
YTMY,TYP,Tobermorey Airport,Small airport,Tobermorey,Australia
AYVB,,Tobou Airstrip,Small airport,Tobou,Papua New Guinea
YTOC,TCW,Tocumwal Airport,Small airport,,Australia
YTDM,,Todmorden Airport,Small airport,,Australia
YTOG,,Togo Station Airport,Small airport,,Australia
NZTO,TKZ,Tokoroa Airfield,Small airport,Tokoroa,New Zealand
AYXO,TLO,Tol Airport,Small airport,Tol,Papua New Guinea
YTNS,,Toliness Airport,Small airport,,Australia
YTMP,TPR,Tom Price Airport,Small airport,Tom Price,Australia
NCPY,PYE,Tongareva Airport,Small airport,Penrhyn Island,Cook Islands
NVST,TGH,Tongoa Airport,Small airport,Tongoa Island,Vanuatu
AYVO,TON,Tonu Airport,Small airport,Tonu,Papua New Guinea
YTOA,,Toolachie Airport,Small airport,,Australia
YTOB,,Toomba Airport,Small airport,,Australia
YTDN,,Tooradin Airport,Small airport,,Australia
YTKS,,Toorak Research Station Airport,Small airport,,Australia
YTWN,,Tooraweenah Airport,Small airport,,Australia
YTWB,TWB,Toowoomba Airport,Small airport,Toowoomba,Australia
AYVM,TCJ,Torembi Airport,Small airport,Torembi,Papua New Guinea
YTQY,,Torquay Airport,Small airport,Torquay,Australia
