ICAO,IATA,Name,Type,Municipality,Country,
RK76,,C 260 Heliport,Heliport,Bugwon-ro,South Korea,
RKXX,,C 265 Heliport,Heliport,Topyonri,South Korea,
RK3A,,C 271 Heliport,Heliport,Seoul,South Korea,
RK12,,C 281 Heliport,Heliport,Yetgol-ro,South Korea,
RKC7,,C 285 Heliport,Heliport,Mani-ro,South Korea,
RK7C,,C 286 Heliport,Heliport,Eunhaeng-dong,South Korea,
RK7D,,C 288 Heliport,Heliport,Ojeon-ri,South Korea,
RKC8,,C 289 Heliport,Heliport,,South Korea,
RK3D,,C 316 Heliport,Heliport,Sinsul,South Korea,
RK3H,,C 325 Heliport,Heliport,,South Korea,
RK3J,,C 327 Heliport,Heliport,Sinnae,South Korea,
RK86,,C 329 Heliport,Heliport,Hahwagye-ri,South Korea,
RK77,,C 331 Heliport,Heliport,Maekguk,South Korea,
RK3L,,C 335 Heliport,Heliport,Yeongseo-ro,South Korea,
RK3N,,C 406 Heliport,Heliport,Hyeon-ri,South Korea,
RK3Q,,C 412 Heliport,Heliport,Surobuin,South Korea,
RK65,,C 415 Heliport,Heliport,Hojeo-ro,South Korea,
RK3S,,C 424 Heliport,Heliport,Wonju,South Korea,
RK87,,C 425 Heliport,Heliport,Girin-Myeon,South Korea,
RK3T,,C 426 Heliport,Heliport,Ahopsari-ro,South Korea,
RK3V,,C 428 Heliport,Heliport,ROK 12th Division,South Korea,
RK83,,C 429 Heliport,Heliport,Jukgok-ri,South Korea,
RK67,,C 431 Heliport,Heliport,Beomil-ro,South Korea,
RK3W,,C 432 Heliport,Heliport,Banam-ri,South Korea,
RK3X,,C 433 Heliport,Heliport,Worunjeongan,South Korea,
RK85,,C 434 Heliport,Heliport,Dwitgol,South Korea,
RK4A,,C 504 Heliport,Heliport,Reno Hills,South Korea,
RK4D,,C 512 Heliport,Heliport,Camp Howard,South Korea,
RK4J,,C 518 Heliport,Heliport,Bucket,South Korea,
RK4K,,C 519 Heliport,Heliport,,South Korea,
RK88,,C 533 Heliport,Heliport,Seongsan-ro,South Korea,
RK4R,,C 535 Heliport,Heliport,,South Korea,
RK5G,,C 714 Heliport,Heliport,,South Korea,
RK5H,,C 715 Heliport,Heliport,,South Korea,
RK5J,,C 716 Heliport,Heliport,,South Korea,
RK5K,,C 717 Heliport,Heliport,,South Korea,
RK5L,,C 718 Heliport,Heliport,,South Korea,
RK5N,,C 720 Heliport,Heliport,,South Korea,
RK5O,,C 722 Heliport,Heliport,,South Korea,
RK5R,,C 817 Heliport,Heliport,,South Korea,
RK5S,,C 818 Heliport,Heliport,,South Korea,
RK5W,,C 822 Heliport,Heliport,,South Korea,
RK5X,,C 823 Heliport,Heliport,,South Korea,
RK5Y,,C 824 Heliport,Heliport,,South Korea,
RK5Z,,C 826 Heliport,Heliport,,South Korea,
RK6A,,C 827 Heliport,Heliport,,South Korea,
RK6B,,C 828 Heliport,Heliport,,South Korea,
RK3O,,C-408 Heliport,Heliport,Gan-ri,South Korea,
RK3P,,C-411 Heliport,Heliport,Taejanggongdan,South Korea,
RK6T,,C272 Heliport,Heliport,Maejari,South Korea,
VVCM,CAH,Cà Mau Airport,Medium airport,Ca Mau City,Vietnam,
RPML,,Cagayan De Oro Airport,Small airport,Cagayan De Oro City,Philippines,
RPMU,CDY,Cagayan de Sulu Airport,Small airport,Mapun,Philippines,
WPEC,BCH,Cakung Airport,Medium airport,Baucau,Timor-Leste,
RPUK,,Calapan Airport,Small airport,Calapan City,Philippines,
RPVC,CYP,Calbayog Airport,Medium airport,Calbayog City,Philippines,
VOCL,CCJ,Calicut International Airport,Large airport,Calicut,India,
VVCL,,Cam Ly Airport,Small airport,,Vietnam,
VVCR,CXR,Cam Ranh Airport,Medium airport,Nha Trang,Vietnam,
RPMH,CGM,Camiguin Airport,Medium airport,Mambajao,Philippines,
OAZI,OAZ,Camp Bastion Airport,Small airport,,Afghanistan,
RK05,,Camp Casey East Heliport (H-221),Heliport,Dongduchon,South Korea,
RKST,,Camp Casey-Dongduchon (Camp Mobile) (H-220) Airfield,Small airport,Dongduchon,South Korea,
RK2M,,Camp Flagstaff (C 205) Heliport,Heliport,Camp Flag Staff,South Korea,
RK1P,,Camp Irwin (C 141) Heliport,Heliport,Camp Irwin,South Korea,
RK91,,Camp Jackson (H 248) Heliport,Heliport,Camp Jackson,South Korea,
RK1H,,Camp McNair Heliport (C-118),Heliport,Camp McNair,South Korea,
RK04,,Camp Mosier (H 211) Heliport,Heliport,Nogyang-ro,South Korea,
RK03,,Camp Nabors (H 202) Heliport,Heliport,Camp Nabors,South Korea,
RK61,,Camp Red Cloud (H 209) Heliport,Heliport,Uijeongbu,South Korea,
RKSX,,Camp Stanley (H 207) Heliport,Heliport,Camp Stanley,South Korea,
RK1C,,Camp Thompson Heliport (C-100),Heliport,Bakdal-dong,South Korea,
RKTG,,Camp Walker (H 805) Heliport,Heliport,Daegu,South Korea,
RKC3,,Camp Young (C 166) Heliport,Heliport,Camp Young,South Korea,
VO94,,Campbell Bay Airport,Small airport,,India,
VVCT,VCA,Can Tho International Airport,Medium airport,Can Tho,Vietnam,
LTBH,CKZ,Çanakkale Airport,Medium airport,Çanakkale,Turkey,
ZPCW,CWJ,Cangyuan Washan Airport,Medium airport,Cangyuan Va Autonomous County,China,
OY75,,Canoxy Airport,Small airport,,Yemen,
OPKA,,Cape Monz Airport,Small airport,Cape Monz,Pakistan,
VOCX,CBD,Car Nicobar Air Force Station,Medium airport,Car Nicobar,India,
LTAY,DNZ,Çardak Airport,Medium airport,Denizli,Turkey,
RPLR,,Carmen Rosales Airstrip,Small airport,Carmen,Philippines,
RPUJ,,Castillejos Airport,Small airport,Castillejos,Philippines,
VVCI,HPH,Cat Bi International Airport,Medium airport,Haiphong,Vietnam,
RPVF,CRM,Catarman National Airport,Medium airport,Catarman,Philippines,
RPVY,,Catbalogan Airport,Small airport,,Philippines,
RPUY,CYZ,Cauayan Airport,Medium airport,Cauayan City,Philippines,
LTBQ,KCO,Cengiz Topel Airport,Medium airport,Izmit,Turkey,
RKSH,,Central 119 Rescue Heliport,Heliport,Byeollae-dong,South Korea,
RPSD,RZP,Cesar Lim Rodriguez Airport,Small airport,Taytay Airport,Philippines,
VTSN,,Cha Eian Airport,Medium airport,Nakhon Si Thammarat,Thailand,
VECA,,Chabua Air Force Station,Small airport,Dibrugarh,India,
OACC,CCN,Chakcharan Airport,Small airport,Chakcharan,Afghanistan,
VECK,,Chakulia Airport,Small airport,,India,
VA1B,,Chanda Airport,Small airport,,India,
OP1Y,,Chandhar Airport,Small airport,Hafizabad,Pakistan,
VICG,IXC,Chandigarh Airport,Medium airport,Chandigarh,India,
ZYBS,NBS,Changbaishan Airport,Medium airport,Baishan,China,
ZGCD,CGD,Changde Airport,Medium airport,Changde,China,
ZYCH,CNI,Changhai Airport,Medium airport,Changhai,China,
WSAC,,Changi Air Base (East),Medium airport,Singapore,Singapore,
ZGCS,,Changsha Datuopu Airport/AFB,Medium airport,Changsha,China,
ZGHA,CSX,Changsha Huanghua International Airport,Large airport,Changsha,China,
ZBCZ,CIH,Changzhi Airport,Small airport,Changzhi,China,
ZSCG,CZX,Changzhou Benniu Airport,Small airport,Changzhou,China,
VYCZ,,Chanmyathazi Airport,Small airport,Mandalay,Burma,
ZYCY,CHG,Chaoyang Airport,Medium airport,Chaoyang,China,
UIAR,,Chara Airport,Small airport,Chara,Russia,
UA34,,Chardara Airport,Small airport,Shardara,Kazakhstan,
RK01,,Charlie Block (H 177) Heliport,Heliport,Charlie Block,South Korea,
OP19,,Chashma Airport,Small airport,Kundian,Pakistan,
VILK,LKO,Chaudhary Charan Singh International Airport,Medium airport,Lucknow,India,
UHMG,,Chaybukha Airport,Medium airport,Chaybukha,Russia,
RK6O,,Chechon (G 605) Airport,Small airport,Uirim-Daero,South Korea,
UATR,,Chelkar Airport,Medium airport,Chelkar,Kazakhstan,
USCG,,Chelyabinsk Shagol Airport,Small airport,,Russia,
ZBCD,CDE,Chengde Puning Airport,Medium airport,Chengde,China,
ZUUU,CTU,Chengdu Shuangliu International Airport,Large airport,Chengdu,China,
ZBZL,NZL,Chengjisihan Airport,Medium airport,Zhalantun,China,
VOMM,MAA,Chennai International Airport,Large airport,Chennai,India,
UNKM,,Cheremshanka Airport,Medium airport,Krasnoyarsk,Russia,
UESS,CYX,Cherskiy Airport,Medium airport,Cherskiy,Russia,
VABB,BOM,Mumbai International Airport,Large airport,Mumbai,India,
RCCM,CMJ,Chi Mei Airport,Small airport,Chi Mei,Taiwan,
VTCC,CNX,Chiang Mai International Airport,Large airport,Chiang Mai,Thailand,
VTCR,,Chiang Rai Airport,Small airport,,Thailand,
VTCT,CEI,Chiang Rai International Airport,Medium airport,Chiang Rai,Thailand,
RCKU,CYI,Chiayi Airport,Medium airport,Chiayi City,Taiwan,
RJAO,,Chichi-jima Heliport,Heliport,,Japan,
ZBCF,CIF,Chifeng Airport,Medium airport,Chifeng,China,
RCQS,,Chihhang Air Base,Medium airport,Taitung City,Taiwan,
OPCL,CHB,Chilas Airport,Small airport,Chilas,Pakistan,
VCCT,TRR,China Bay Airport,Medium airport,Trincomalee,Sri Lanka,
ZMUB,ULN,Chinggis Khaan International Airport,Large airport,Ulan Bator,Mongolia,
OPCT,,Chirat Airport,Small airport,Nowshera,Pakistan,
UA66,,Chirchik Airport,Small airport,Chirchik,Uzbekistan,
RJCJ,,Chitose Air Base,Medium airport,Chitose,Japan,
OPCH,CJL,Chitral Airport,Medium airport,Chitral,Pakistan,
RJTF,,Chofu Airport,Medium airport,Tokyo,Japan,
ZMCD,COQ,Choibalsan Airport,Medium airport,Choibalsan,Mongolia,
UESO,CKH,Chokurdakh Airport,Medium airport,Chokurdah,Russia,
UAFG,,Cholpon-Ata Airport,Small airport,Cholpon-Ata,Kyrgyzstan,
ZUCK,CKG,Chongqing Jiangbei International Airport,Large airport,Chongqing,China,
OPKE,,Chore Airport,Small airport,Chore,Pakistan,
YPXM,XCH,Christmas Island Airport,Medium airport,Christmas Island,Christmas Island,
VVCA,VCL,Chu Lai International Airport,Small airport,Dung Quat Bay,Vietnam,
RJGG,NGO,Chubu Centrair International Airport,Large airport,Tokoname,Japan,
UELL,NER,Chulman Airport,Medium airport,Neryungri,Russia,
UHHY,,Chumikan Airport,Small airport,Chumikan,Russia,
VTSE,CJM,Chumphon Airport,Medium airport,Tambon Chum Kho,Thailand,
WICM,TSY,Cibeureum Airport,Small airport,Tasikmalaya-Java Island,Indonesia,
LTBL,IGL,Çiğli Airport,Medium airport,Çiğli,Turkey,
LTBD,CII,Çıldır Airport,Small airport,Aydın,Turkey,
VVCS,VCS,Co Ong Airport,Medium airport,Con Dao,Vietnam,
VOCI,COK,Cochin International Airport,Large airport,Kochi,India,
VYCI,,Coco Island Airport,Small airport,Coco Island,Burma,
YPCC,CCK,Cocos (Keeling) Islands Airport,Medium airport,Cocos (Keeling) Islands,Cocos (Keeling) Islands,
VOSX,,Coimbatore Air Force Station,Small airport,Sulur,India,
VOCB,CJB,Coimbatore International Airport,Medium airport,Coimbatore,India,
VCCC,RML,Colombo Ratmalana Airport,Medium airport,Colombo,Sri Lanka,
VGCM,CLA,Comilla Airport,Small airport,Comilla,Bangladesh,
VECO,COH,Cooch Behar Airport,Small airport,,India,
RPLX,,Corregidor Airport,Small airport,Corregidor,Philippines,
VGCB,CXB,Cox's Bazar Airport,Medium airport,Cox's Bazar,Bangladesh,
VE62,,Cuttack Airport,Small airport,,India,
RPLO,CYU,Cuyo Airport,Small airport,Cuyo,Philippines,
VVDN,DAD,Da Nang International Airport,Large airport,Da Nang,Vietnam,
WIDS,SIQ,Dabo Airport,Small airport,Pasirkuning-Singkep Island,Indonesia,
VOGO,GOI,Dabolim Airport,Large airport,Vasco da Gama,India,
WAJC,DRH,Dabra Airport,Small airport,Dabra-Papua Island,Indonesia,
ZUDX,DAX,Dachuan Airport,Small airport,Dazhou,China,
ZMDA,,Dadal Airport,Small airport,Dadal,Mongolia,
OPDD,DDU,Dadu Airport,Small airport,Dadu,Pakistan,
OP17,DDU,Dadu West Airport,Small airport,Dadu,Pakistan,
RKTN,TAE,Daegu Airport,Medium airport,Daegu,South Korea,
RPUD,DTE,Daet Airport,Medium airport,Daet,Philippines,
OPDK,,Daharki Airport,Small airport,Daharki,Pakistan,
LTBS,DLM,Dalaman International Airport,Large airport,Dalaman,Turkey,
ZMDZ,DLZ,Dalanzadgad Airport,Medium airport,Dalanzadgad,Mongolia,
OPDB,DBA,Dalbandin Airport,Small airport,Dalbandin,Pakistan,
ZPDL,DLU,Dali Airport,Medium airport,Xiaguan,China,
VE54,,Daltonganj Airport,Small airport,,India,
VADN,NMB,Daman Airport,Medium airport,Daman and Diu,India,
OSDI,DAM,Damascus International Airport,Large airport,Damascus,Syria,
OIIU,,Damghan Airport,Small airport,,Iran,
OI05,,Dana Heliport,Heliport,Toledo,United States,
ZYDD,DDG,Dandong Airport,Medium airport,Dandong,China,
RPVA,TAC,Daniel Z. Romualdez Airport,Medium airport,Tacloban City,Philippines,
RPLS,SGL,Danilo Atienza Air Base,Heliport,Cavite,Philippines,
RPLS,SGL,Danilo Atienza Air Base,Small airport,Cavite City,Philippines,
ZUDC,DCY,Daocheng Yading Airport,Medium airport,Daocheng County,China,
VEDZ,DEP,Daporijo Airport,Small airport,Daporijo,India,
OISD,,Darab Airport,Small airport,Darab,Iran,
VE89,,Darbhanga Airport,Small airport,,India,
VNDL,DAP,Darchula Airport,Small airport,Darchula,Nepal,
OADZ,DAZ,Darwaz Airport,Small airport,Darwaz,Afghanistan,
OMAS,,Das Island Airport,Small airport,Das Island,United Arab Emirates,
OINZ,SRY,Dasht-e Naz Airport,Medium airport,Sari,Iran,
UTAT,TAZ,Daşoguz Airport,Medium airport,Daşoguz,Turkmenistan,
WALJ,DTD,Datadawai Airport,Small airport,Datadawai-Borneo Island,Indonesia,
ZBDT,DAT,Datong Airport,Small airport,Datong,China,
WATR,RTI,David Constantijn Saudale Airport,Small airport,Ba'a - Rote Island,Indonesia,
VYDW,TVY,Dawei Airport,Medium airport,Dawei,Burma,
ZGDY,DYG,Dayong Airport,Small airport,Dayong,China,
OIKQ,,Dayrestan Airport,Medium airport,Dayrestan,Iran,
ZUDZ,DZU,Dazu Air Base,Small airport,Dazu,China,
VADS,,Deesa Airport,Small airport,,India,
VIDN,DED,Dehradun Airport,Medium airport,Dehradun,India,
OSDZ,DEZ,Deir ez-Zor Air Base,Medium airport,Deir ez-Zor,Syria,
ZLDL,HXD,Delingha Airport,Small airport,Delingha,China,
OMDL,ZDY,Delma Airport,Small airport,Delma Island,United Arab Emirates,
RKRD,,Deog So Heliport (G-290),Heliport,Seoksil-ro,South Korea,
WIPH,KRC,Departi Parbo Airport,Small airport,Sungai Penuh,Indonesia,
OPDG,DEA,Dera Ghazi Khan Airport,Medium airport,Dera Ghazi Khan,Pakistan,
OPDI,DSK,Dera Ismael Khan Airport,Medium airport,Dera Ismael Khan,Pakistan,
VAID,IDR,Devi Ahilyabai Holkar Airport,Medium airport,Indore,India,
WARU,KWB,Dewadaru - Kemujan Island,Small airport,Karimunjawa,Indonesia,
WARU,KWB,Dewadaru Airport,Small airport,Karimunjawa-Karimunjawa Island,Indonesia,
OIAD,DEF,Dezful Airport,Small airport,,Iran,
VRMU,DDD,Dhaalu Atoll Airport,Small airport,Kudahuvadhoo,Maldives,
VA1J,,Dhana Airport,Small airport,,India,
VEDB,DBD,Dhanbad Airport,Medium airport,Dhanbad,India,
VNDH,DHI,Dhangarhi Airport,Small airport,Dhangarhi,Nepal,
VIAH,,Dhanipur Airstrip,Small airport,Aligarth,India,
VRMD,DRV,Dharavandhoo Airport,Small airport,Baa Atoll,Maldives,
OP28,,Dhingar Airport,Small airport,Dhingar,Pakistan,
VNDR,,Dhorpatan Airport,Small airport,Dhorpatan,Nepal,
VA53,,Dhulia Airport,Small airport,,India,
VEMN,DIB,Dibrugarh Airport,Medium airport,Dibrugarh,India,
FJDG,NKW,Diego Garcia Naval Support Facility,Medium airport,Diego Garcia,British Indian Ocean Territory,
VVDB,DIN,Dien Bien Phu Airport,Medium airport,Dien Bien Phu,Vietnam,
UODD,DKS,Dikson Airport,Medium airport,Dikson,Russia,
WPDH,,Dili City Heliport,Heliport,Dili,Timor-Leste,
VEMR,DMU,Dimapur Airport,Medium airport,Dimapur,India,
RPLC,CRK,Diosdado Macapagal International Airport,Large airport,Angeles/Mabalacat,Philippines,
RPMG,DPL,Dipolog Airport,Medium airport,Dipolog City,Philippines,
ZPDQ,DIG,Diqing Airport,Medium airport,Shangri-La,China,
VA1P,DIU,Diu Airport,Small airport,Diu,India,
LTCC,DIY,Diyarbakir Airport,Medium airport,Diyarbakir,Turkey,
OTBD,DIA,Doha International Airport,Medium airport,Doha,Qatar,
VNDP,DOP,Dolpa Airport,Small airport,Dolpa,Nepal,
WASS,SOQ,Dominique Edward Osok Airport,Large airport,Sorong-Papua Island,Indonesia,
VTBD,DMK,Don Mueang International Airport,Large airport,Bangkok,Thailand,
VVDH,VDH,Dong Hoi Airport,Medium airport,Dong Hoi,Vietnam,
VVTH,TBB,Dong Tac Airport,Medium airport,Tuy Hoa,Vietnam,
ZYFY,FYJ,Dongji Aiport,Medium airport,Fuyuan,China,
RCLM,DSX,Dongsha Island Airport,Small airport,Pratas Island,Taiwan,
ZBLA,HLD,Dongshan Airport,Medium airport,Hailar,China,
ZSDY,DOY,Dongying Shengli Airport,Medium airport,Dongying,China,
ZMDN,ULZ,Donoi Airport,Small airport,Uliastai,Mongolia,
RCNO,,Donshi Heliport,Heliport,Donshi,Taiwan,
OIID,,Doshan Tappeh Air Base,Small airport,,Iran,
WIMS,FLZ,Dr Ferdinand Lumban Tobing Airport,Small airport,Sibolga-Sumatra Island,Indonesia,
VANP,NAG,Dr. Babasaheb Ambedkar International Airport,Medium airport,Naqpur,India,
RPUR,BQA,Dr.Juan C. Angara Airport,Medium airport,Baler,Philippines,
OMDB,DXB,Dubai International Airport,Large airport,Dubai,United Arab Emirates,
UROD,,Dudinka Airport,Medium airport,Dudinka,Russia,
WAPL,LUV,Dumatumbun Airport,Medium airport,Langgur-Seram Island,Indonesia,
OS61,,Dumayr Air Base,Small airport,,Syria,
VODG,,Dundigul Air Force Academy,Medium airport,Hyderabad,India,
WMAG,,Dungun Airport,Small airport,Dungun,Malaysia,
ZLDH,DNH,Dunhuang Airport,Medium airport,Dunhuang,China,
OODQ,DQM,Duqm International Airport,Large airport,Duqm,Oman,
UTDD,DYU,Dushanbe Airport,Medium airport,Dushanbe,Tajikistan,
UHKD,,Dzemgi Airport,Medium airport,Komsomolsk-na-Amur,Russia,
UEWD,,Dzhargalakh Airport,Small airport,Dzhargalakh,Russia,
UGEJ,,Dzhermuk Airport,Medium airport,Dzhermuk,Armenia,
LLES,,Ein Shemer Airfield,Small airport,Ein Shemer,Israel,
LLEY,EIY,Ein Yahav Airfield,Small airport,Sapir,Israel,
ZBEN,EJN,Ejin Banner-Taolai Airport,Small airport,Ejin Banner,China,
UASB,EKB,Ekibastuz Airport,Medium airport,Ekibastuz,Kazakhstan,
UHBP,,Ekimchan Airport,Small airport,Ekimchan,Russia,
HEAR,AAC,El Arish International Airport,Medium airport,El Arish,Egypt,
RPEN,ENI,El Nido Airport,Small airport,El Nido,Philippines,
WATT,KOE,El Tari Airport,Small airport,Kupang-Timor Island,Indonesia,
HETR,ELT,El Tor Airport,Small airport,,Egypt,
LTCA,EZS,Elazığ Airport,Medium airport,Elazığ,Turkey,
WAJN,ELR,Elelim Airport,Small airport,Elelim-Papua Island,Indonesia,
WAPN,SQN,Emalamo Sanana Airport,Small airport,Sanana-Seram Island,Indonesia,
WABT,EWI,Enarotali Airport,Small airport,Enarotali-Papua Island,Indonesia,
WATE,ENE,Ende (H Hasan Aroeboesman) Airport,Small airport,Ende-Flores Island,Indonesia,
ZHES,ENH,Enshi Airport,Small airport,Enshi,China,
ORER,EBL,Erbil International Airport,Medium airport,Arbil,Iraq,
LCEN,ECN,Ercan International Airport,Medium airport,Nicosia,Cyprus,
UDYE,,Erebuni Airport,Medium airport,Yerevan,Armenia,
ZBER,ERL,Erenhot Saiwusu International Airport,Medium airport,Erenhot,China,
LTCD,ERC,Erzincan Airport,Medium airport,Erzincan,Turkey,
LTCE,ERZ,Erzurum International Airport,Large airport,Erzurum,Turkey,
LTAC,ESB,Esenboğa International Airport,Large airport,Ankara,Turkey,
OIFM,IFN,Esfahan Shahid Beheshti International Airport,Medium airport,Isfahan,Iran,
LTBI,ESK,Eskişehir Air Base,Medium airport,Eskişehir,Turkey,
LTAD,ANK,Etimesgut Air Base,Medium airport,Ankara,Turkey,
RPVS,EUQ,Evelio Javier Airport,Medium airport,San Jose,Philippines,
OOFD,FAU,Fahud Airport,Small airport,Fahud,Oman,
OPSF,,Faisal Air Base,Medium airport,Karachi,Pakistan,
OPFA,LYP,Faisalabad International Airport,Medium airport,Faisalabad,Pakistan,
WASF,FKQ,Fakfak Airport,Medium airport,Fakfak-Papua Island,Indonesia,
OAFR,FAH,Farah Airport,Small airport,Farah,Afghanistan,
OISF,FAZ,Fasa Airport,Medium airport,Fasa,Iran,
WIGG,BKS,Fatmawati Soekarno Airport,Medium airport,Bengkulu-Sumatra Island,Indonesia,
OAFZ,FBD,Fayzabad Airport,Small airport,Fayzabad,Afghanistan,
UTFF,FEG,Fergana International Airport,Small airport,Fergana,Uzbekistan,
RPUL,,Fernando Air Base,Small airport,,Philippines,
LLFK,,Fiq Airfield,Small airport,Katzrin,Israel,
OOFQ,,Firq Air Base,Small airport,Firq,Oman,
OI19,,Firuzabad Airport,Small airport,,Iran,
RPLV,,Fort Magsaysay Airport,Small airport,Fort Magsaysay,Philippines,
ZGFS,FUO,Foshan Shadi Airport,Medium airport,Foshan,China,
RPVV,USU,Francisco B. Reyes Airport,Medium airport,Coron,Philippines,
RPMD,DVO,Francisco Bangoy International Airport,Large airport,Davao City,Philippines,
WABB,BIK,Frans Kaisiepo Airport,Medium airport,Biak-Supiori Island,Indonesia,
WATG,RTG,Frans Sales Lega Airport,Small airport,Satar Tacik-Flores Island,Indonesia,
WPFL,,Fuiloro Airfield,Small airport,Fuiloro,Timor-Leste,
OMFJ,FJR,Fujairah International Airport,Medium airport,Fujairah,United Arab Emirates,
RJAT,,Fuji Air Base,Heliport,Gotemba,Japan,
VI66,,Fukche Advanced Landing Ground,Small airport,,India,
RJFE,FUJ,Fukue Airport,Medium airport,Goto,Japan,
RJNF,FKJ,Fukui Airport,Medium airport,Sakai,Japan,
RJFF,FUK,Fukuoka Airport,Large airport,Fukuoka,Japan,
RJSF,FKS,Fukushima Airport,Medium airport,Sukagawa,Japan,
VIRB,,Fursatganj Airport,Small airport,,India,
OMAF,,Futaysi,Small airport,,United Arab Emirates,
ROTM,,Marine Corps Air Station Futenma,Medium airport,Ginowa,Japan,
VRMR,FVM,Fuvahmulah Airport,Small airport,Fuvahmulah Island,Maldives,
ZYFX,,Fuxin Airport,Small airport,Fuxin,China,
ZSFY,FUG,Fuyang Xiguan Airport,Medium airport,Fuyang,China,
ZWFY,FYN,Fuyun Koktokay Airport,Medium airport,Fuyun,China,
ZSFZ,FOC,Fuzhou Changle International Airport,Large airport,Fuzhou,China,
RK7H,,G 162 Airfield,Heliport,Baek Hak,South Korea,
RKRK,,G 213 Airport,Small airport,,South Korea,
RK27,,G 218 Airport,Small airport,Gaenari,South Korea,
RK28,,G 219 Airport,Small airport,Samnyuksa-ro,South Korea,
RK18,,G 233 Airport,Small airport,Munam,South Korea,
RK36,,G 238 Airport,Small airport,Yeoncheon,South Korea,
RK39,,G 239 Airport,Small airport,Geumhang-ro,South Korea,
RK40,,G 240 Airport,Small airport,Jangnimdong,South Korea,
RK31,,G 307 Airport,Small airport,Yulmun-ri,South Korea,
RK42,,G 311 Airport,Small airport,Gandong-myeon,South Korea,
RK16,,G 312 Airport,Small airport,Sanae-ro,South Korea,
RK22,,G 313 Airport,Small airport,Sinpung,South Korea,
RK19,,G 314 Airport,Small airport,,South Korea,
RK41,,G 317 Airport,Small airport,,South Korea,
RK82,,G 405 Airport,Small airport,Yongha-ri,South Korea,
RK17,,G 406 Airport,Small airport,Jukgok-ro,South Korea,
RK44,,G 412 Airport,Small airport,Hyeonchon,South Korea,
RK21,,G 413 Airport,Small airport,Gyochon,South Korea,
RK43,,G 414 Airport,Small airport,Ipyeong-ro,South Korea,
RK34,,G 417 Airport,Small airport,Jinbeol,South Korea,
RK33,,G 418 Airport,Small airport,Yudong-ri,South Korea,
RK48,,G 419 Airport,Small airport,Hongcheon-ro,South Korea,
RKNK,,G 420 Airport,Small airport,Girin-myeon,South Korea,
RK20,,G 500 Airport,Small airport,,South Korea,
RK24,,G 522 Airport,Small airport,,South Korea,
RK50,,G 526 Airport,Small airport,,South Korea,
RK49,,G 530 Airport,Small airport,,South Korea,
RK51,,G 532 Airport,Heliport,Sejong,South Korea,
RKUL,,G 536 Airport,Small airport,Songdang-ri,South Korea,
RK46,,G 602 Airfield,Heliport,Andong,South Korea,
RK6D,,G 710 Airport,Small airport,,South Korea,
RK60,,G 712 Airport,Small airport,,South Korea,
UBBQ,GBB,Gabala International Airport,Medium airport,Gabala,Azerbaijan,
OIAH,GCH,Gachsaran Airport,Medium airport,Gachsaran,Iran,
WI1G,,Gading Wonosari Airport,Small airport,Wonosari-Java Island,Indonesia,
WAMA,GLX,Gamarmalamo Airport,Small airport,Galela-Celebes Island,Indonesia,
VRMG,GAN,Gan International Airport,Medium airport,Gan,Maldives,
RKRA,,Ganapri (G 222) Airport,Small airport,Ganapri,South Korea,
VYGG,GAW,Gangaw Airport,Small airport,Gangaw,Burma,
RKNN,KAG,Gangneung Airport (K-18),Medium airport,Gangneung,South Korea,
RCAY,,Gangshan Air Force Base,Medium airport,Gangshan,Taiwan,
UBBG,KVD,Ganja Airport,Medium airport,Ganja,Azerbaijan,
ZLXH,GXH,Gannan Xiahe Airport,Medium airport,Xiahe,China,
ZSGZ,KOW,Ganzhou Airport,Small airport,Ganzhou,China,
OAGZ,GRG,Gardez Airport,Small airport,Gardez,Afghanistan,
OI03,,Garmcar Sw Airport,Small airport,,Iran,
OEGS,ELQ,Gassim Airport,Medium airport,Gassim,Saudi Arabia,
WIPO,,Gatot Subrato Airport,Small airport,Batu Raja-Sumatra Island,Indonesia,
VNBW,BWA,Gautam Buddha Airport,Medium airport,Bhairawa,Nepal,
VEGY,GAY,Gaya Airport,Medium airport,Bihar,India,
LTAJ,GZT,Gaziantep International Airport,Large airport,Gaziantep,Turkey,
LTBK,,Gaziemir Airport,Small airport,,Turkey,
LTFG,GZP,Gazipaşa Airport,Medium airport,Gazipaşa,Turkey,
WAMJ,GEB,Gebe Airport,Small airport,Gebe Island,Indonesia,
VQGP,GLU,Gelephu Airport,Medium airport,Gelephu,Bhutan,
RPMR,GES,General Santos International Airport,Medium airport,General Santos,Philippines,
WATL,LKA,Gewayentana Airport,Small airport,Larantuka-Flores Island,Indonesia,
OINI,,Ghaem Shahr Airport,Small airport,Ghaem Shahr,Iran,
OIIG,,Ghale Morghi Airport,Medium airport,Tehran,Iran,
OPKF,,Gharo Airport,Small airport,Gharo,Pakistan,
OICG,,Ghasre-Shirin Airport,Small airport,Ghasre-Shirin,Iran,
OAGN,GZI,Ghazni Airport,Small airport,Ghazni,Afghanistan,
OIIA,,Ghazvin Azadi Airport,Small airport,,Iran,
OIIQ,,Ghom Airport,Small airport,Ghom,Iran,
VVGL,,Gia Lam Air Base,Medium airport,Hanoi,Vietnam,
RJNG,QGU,Gifu Airport,Medium airport,Gifu,Japan,
OPGT,GIL,Gilgit Airport,Medium airport,Gilgit,Pakistan,
RKPK,PUS,Gimhae International Airport,Large airport,Busan,South Korea,
