ICAO,IATA,Name,Type,Municipality,Country
SBCT,CWB,Afonso Pena Airport,Large airport,Curitiba,Brazil
SPZO,CUZ,Alejandro Velasco Astete International Airport,Large airport,Cusco,Peru
SUMU,MVD,Carrasco International /General C L Berisso Airport,Large airport,Montevideo,Uruguay
SCEL,SCL,Comodoro Arturo Merino Benítez International Airport,Large airport,Santiago,Chile
SBSP,CGH,São Paulo–Congonhas Airport,Large airport,São Paulo,Brazil
SELT,LTX,Cotopaxi International Airport,Large airport,Latacunga,Ecuador
SBSV,SSA,Deputado Luiz Eduardo Magalhães International Airport,Large airport,Salvador,Brazil
SKBO,BOG,El Dorado International Airport,Large airport,Bogota,Colombia
SVBC,BLA,General José Antonio Anzoategui International Airport,Large airport,Barcelona,Venezuela
SBSG,NAT,Governador Aluízio Alves International Airport,Large airport,Natal,Brazil
SBFL,FLN,Hercílio Luz International Airport,Large airport,Florianópolis,Brazil
SPJC,LIM,Jorge Chávez International Airport,Large airport,Lima,Peru
SEQM,UIO,Mariscal Sucre International Airport,Large airport,Quito,Ecuador
SAEZ,EZE,Ministro Pistarini International Airport,Large airport,Buenos Aires,Argentina
SBBR,BSB,Brasília International Airport,Large airport,Brasília,Brazil
SBGL,GIG,Galeão International Airport,Large airport,Rio De Janeiro,Brazil
SVMI,CCS,Simón Bolívar International Airport,Large airport,Caracas,Venezuela
SBCF,CNF,Tancredo Neves International Airport,Large airport,Belo Horizonte,Brazil
SBBE,BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Large airport,Belém,Brazil
SLVR,VVI,Viru Viru International Airport,Large airport,Santa Cruz,Bolivia
SVCB,CBL,Tomas de Heres Airport,Medium airport,Ciudad Bolívar,Venezuela
SKOC,OCV,Aguas Claras Airport,Medium airport,Ocaña,Colombia
SBMQ,MCP,Alberto Alcolumbre Airport,Medium airport,Macapá,Brazil
SVMD,MRD,Alberto Carnevalli Airport,Medium airport,Mérida,Venezuela
SPNC,HUU,Alferez Fap David Figueroa Fernandini Airport,Medium airport,Huánuco,Peru
SKCL,CLO,Alfonso Bonilla Aragon International Airport,Medium airport,Cali,Colombia
SKVP,VUP,Alfonso López Pumarejo Airport,Medium airport,Valledupar,Colombia
SKLT,LET,Alfredo Vásquez Cobo International Airport,Medium airport,Leticia,Colombia
SAVT,REL,Almirante Marco Andres Zar Airport,Medium airport,Rawson,Argentina
SKRH,RCH,Almirante Padilla Airport,Medium airport,Riohacha,Colombia
SBHT,ATM,Altamira Airport,Medium airport,Altamira,Brazil
SVAN,AAO,Anaco Airport,Medium airport,Anaco,Venezuela
SCFA,ANF,Andrés Sabella Gálvez International Airport,Medium airport,Antofagasta,Chile
SUAA,,Angel S Adami Airport,Medium airport,Montevideo,Uruguay
SKPS,PSO,Antonio Narino Airport,Medium airport,Pasto,Colombia
SKLC,APO,Antonio Roldan Betancourt Airport,Medium airport,Carepa,Colombia
SBAU,ARU,Araçatuba Airport,Medium airport,Araçatuba,Brazil
SWGN,AUX,Araguaína Airport,Medium airport,Araguaína,Brazil
SBAQ,AQA,Araraquara Airport,Medium airport,Araraquara,Brazil
SAOC,RCU,Area De Material Airport,Medium airport,Rio Cuarto,Argentina
SVVA,VLN,Arturo Michelena International Airport,Medium airport,Valencia,Venezuela
SAZM,MDQ,Ástor Piazzola International Airport,Medium airport,Mar del Plata,Argentina
SBBV,BVB,Atlas Brasil Cantanhede Airport,Medium airport,Boa Vista,Brazil
SBNT,,Augusto Severo Airport,Medium airport,Natal,Brazil
SAZY,CPC,Aviador C. Campos Airport,Medium airport,Chapelco/San Martin de los Andes,Argentina
SBBI,BFH,Bacacheri Airport,Medium airport,Curitiba,Brazil
SBIL,IOS,Bahia - Jorge Amado Airport,Medium airport,Ilhéus,Brazil
SCBA,BBA,Balmaceda Airport,Medium airport,Balmaceda,Chile
SKMG,MGN,Baracoa Airport,Medium airport,Magangué,Colombia
SVBI,BNS,Barinas Airport,Medium airport,Barinas,Venezuela
SVBM,BRM,Barquisimeto International Airport,Medium airport,Barquisimeto,Venezuela
SBBW,BPG,Barra do Garças Airport,Medium airport,Barra Do Garças,Brazil
SCBE,TOQ,Barriles Airport,Medium airport,Tocopilla,Chile
SBCP,CAW,Bartolomeu Lisandro Airport,Medium airport,Campos Dos Goytacazes,Brazil
SBAN,,Base Aérea Airport,Medium airport,Anápolis,Brazil
SBST,SSZ,Base Aérea de Santos Airport,Medium airport,Guarujá,Brazil
SBTA,QHP,Base de Aviação de Taubaté Airport,Medium airport,Taubaté,Brazil
SBAE,JTC,Bauru - Arealva Airport,Medium airport,Bauru,Brazil
SBBU,BAU,Bauru Airport,Medium airport,Bauru,Brazil
SKNV,NVA,Benito Salas Airport,Medium airport,Neiva,Colombia
SLBJ,BJO,Bermejo Airport,Medium airport,Bermejo,Bolivia
SBLP,LAZ,Bom Jesus da Lapa Airport,Medium airport,Bom Jesus Da Lapa,Brazil
SBCI,CLN,Brig. Lysias Augusto Rodrigues Airport,Medium airport,Carolina,Brazil
SBVH,BVH,Brigadeiro Camarão Airport,Medium airport,Vilhena,Brazil
SBPJ,PMW,Brigadeiro Lysias Rodrigues Airport,Medium airport,Palmas,Brazil
SAVE,EQS,Brigadier Antonio Parodi Airport,Medium airport,Esquel,Argentina
SAOU,LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,Medium airport,San Luis,Argentina
SPBC,,Caballococha Airport,Medium airport,Caballococha,Peru
SBCC,,Cachimbo Airport,Medium airport,Novo Progresso,Brazil
SVPA,PYH,Cacique Aramare Airport,Medium airport,Puerto Ayacucho,Venezuela
SPST,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Medium airport,Tarapoto,Peru
SVCD,CXA,Caicara del Orinoco Airport,Medium airport,Caicara del Orinoco,Venezuela
SVCL,CLZ,Calabozo Airport,Medium airport,Guarico,Venezuela
SKCC,CUC,Camilo Daza International Airport,Medium airport,Cúcuta,Colombia
SBMT,,Campo de Marte Airport,Medium airport,São Paulo,Brazil
SBAF,,Campo Délio Jardim de Mattos Airport,Medium airport,Rio De Janeiro,Brazil
SBYS,QPS,Campo Fontenelle Airport,Medium airport,Pirassununga,Brazil
SBCG,CGR,Campo Grande Airport,Medium airport,Campo Grande,Brazil
SVCN,CAJ,Canaima Airport,Medium airport,Canaima,Venezuela
SCJO,ZOS,Cañal Bajo Carlos - Hott Siebert Airport,Medium airport,Osorno,Chile
SBCO,,Canoas Air Force Base,Medium airport,Porto Alegre,Brazil
SPCL,PCL,Cap FAP David Abenzur Rengifo International Airport,Medium airport,Pucallpa,Peru
SLCO,CIJ,Capitán Aníbal Arab Airport,Medium airport,Cobija,Bolivia
SLPS,PSZ,Capitán Av. Salvador Ogaya G. airport,Medium airport,Puerto Suárez,Bolivia
SULS,PDP,Capitan Corbeta CA Curbelo International Airport,Medium airport,Punta del Este,Uruguay
SAWJ,ULA,Capitan D Daniel Vazquez Airport,Medium airport,San Julian,Argentina
SPUR,PIU,Capitán FAP Guillermo Concha Iberico International Airport,Medium airport,Piura,Peru
SPHI,CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Medium airport,Chiclayo,Peru
SPME,TBP,Capitan FAP Pedro Canga Rodriguez Airport,Medium airport,Tumbes,Peru
SPSO,PIO,Capitán FAP Renán Elías Olivera International Airport,Medium airport,Pisco,Peru
SCFM,WPR,Capitan Fuentes Martinez Airport Airport,Medium airport,Porvenir,Chile
SPYL,TYL,Capitan Montes Airport,Medium airport,Talara,Peru
SLPO,POI,Capitan Nicolas Rojas Airport,Medium airport,Potosí,Bolivia
SLTJ,TJA,Capitan Oriel Lea Plaza Airport,Medium airport,Tarija,Bolivia
SANL,IRJ,Capitan V A Almonacid Airport,Medium airport,La Rioja,Argentina
SBCJ,CKS,Carajás Airport,Medium airport,Parauapebas,Brazil
SBCV,CRQ,Caravelas Airport,Medium airport,Caravelas,Brazil
SGPI,PIL,Carlos Miguel Gimenez Airport,Medium airport,Pilar,Paraguay
SVCO,VCR,Carora Airport,Medium airport,Carora,Venezuela
SCIE,CCP,Carriel Sur Airport,Medium airport,Concepcion,Chile
SBCA,CAC,Cascavel Airport,Medium airport,Cascavel,Brazil
SANC,CTC,Catamarca Airport,Medium airport,Catamarca,Argentina
SARI,IGR,Cataratas Del Iguazú International Airport,Medium airport,Puerto Iguazu,Argentina
SBFI,IGU,Cataratas International Airport,Medium airport,Foz Do Iguaçu,Brazil
SOCA,CAY,Cayenne-Rochambeau Airport,Medium airport,Cayenne / Rochambeau,French Guiana
SCAR,ARI,Chacalluta Airport,Medium airport,Arica,Chile
SPPY,CHH,Chachapoyas Airport,Medium airport,Chachapoyas,Peru
SEAM,ATF,Chachoán Airport,Medium airport,Ambato,Ecuador
SNBA,BAT,Chafei Amsei Airport,Medium airport,Barretos,Brazil
SCTN,WCH,Chaitén Airport,Medium airport,Chaiten,Chile
SCRA,CNR,Chañaral Airport,Medium airport,Chañaral,Chile
SYCJ,GEO,Cheddi Jagan International Airport,Medium airport,Georgetown,Guyana
SCCC,CCH,Chile Chico Airport,Medium airport,Chile Chico,Chile
SCHR,LGR,Cochrane Airport,Medium airport,Cochrane,Chile
SAZB,BHI,Comandante Espora Airport,Medium airport,Bahia Blanca,Argentina
SPHZ,ATA,Comandante FAP German Arias Graziani Airport,Medium airport,Anta,Peru
SBBG,BGX,Comandante Gustavo Kraemer Airport,Medium airport,Bagé,Brazil
SAMM,LGS,Comodoro D.R. Salomón Airport,Medium airport,Malargue,Argentina
SAZP,PEH,Comodoro Pedro Zanni Airport,Medium airport,Pehuajó,Argentina
SAAC,COC,Comodoro Pierrestegui Airport,Medium airport,Concordia,Argentina
SBAA,CDJ,Conceição do Araguaia Airport,Medium airport,Conceição Do Araguaia,Brazil
SEMC,XMS,Coronel E Carvajal Airport,Medium airport,Macas,Ecuador
SPHO,AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Medium airport,Ayacucho,Peru
SPTN,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Medium airport,Tacna,Peru
SPQT,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Medium airport,Iquitos,Peru
SARC,CNQ,Corrientes Airport,Medium airport,Corrientes,Argentina
SBCR,CMG,Corumbá International Airport,Medium airport,Corumbá,Brazil
SKCV,CVE,Coveñas Airport,Medium airport,Coveñas,Colombia
SBCZ,CZS,Cruzeiro do Sul Airport,Medium airport,Cruzeiro Do Sul,Brazil
SVCU,CUM,Antonio José de Sucre Airport,Medium airport,Cumaná,Venezuela
SATU,UZU,Curuzu Cuatia Airport,Medium airport,Curuzu Cuatia,Argentina
SAZW,CUT,Cutral-Co Airport,Medium airport,Cutral-Co,Argentina
SCRG,QRC,De La Independencia Airport,Medium airport,Rancagua,Chile
SVMG,PMV,Del Caribe Santiago Mariño International Airport,Medium airport,Isla Margarita,Venezuela
SCAT,CPO,Desierto de Atacama Airport,Medium airport,Copiapo,Chile
SCDA,IQQ,Diego Aracena Airport,Medium airport,Iquique,Chile
SBCM,CCM,Diomício Freitas Airport,Medium airport,Criciúma,Brazil
SBMS,MVF,Dix-Sept Rosado Airport,Medium airport,Mossoró,Brazil
SANU,UAQ,Domingo Faustino Sarmiento Airport,Medium airport,San Juan,Argentina
SVVL,VLV,Dr. Antonio Nicolás Briceño Airport,Medium airport,Valera,Venezuela
SGME,ESG,Dr. Luis Maria Argaña International Airport,Medium airport,Mariscal Estigarribia,Paraguay
SKSV,SVI,Eduardo Falla Solano Airport,Medium airport,San Vicente Del Caguán,Colombia
SBEG,MAO,Eduardo Gomes International Airport,Medium airport,Manaus,Brazil
SLLP,LPB,El Alto International Airport,Medium airport,La Paz / El Alto,Bolivia
SKEB,EBG,El Bagre Airport,Medium airport,El Bagre,Colombia
SAVB,EHL,El Bolson Airport,Medium airport,El Bolson,Argentina
SAWC,FTE,El Calafate Airport,Medium airport,El Calafate,Argentina
SKUI,UIB,El Caraño Airport,Medium airport,Quibdó,Colombia
SVED,EOR,El Dorado Airport,Medium airport,Bolivar,Venezuela
SKAR,AXM,El Eden Airport,Medium airport,Armenia,Colombia
SKPV,PVA,El Embrujo Airport,Medium airport,Providencia,Colombia
SVBL,,El Libertador Air Base,Medium airport,Maracay,Venezuela
SCCF,CJC,El Loa Airport,Medium airport,Calama,Chile
SADP,EPA,El Palomar Airport,Medium airport,El Palomar,Argentina
SAME,MDZ,El Plumerillo Airport,Medium airport,Mendoza,Argentina
SAVY,PMY,El Tehuelche Airport,Medium airport,Puerto Madryn,Argentina
SCTE,PMC,El Tepual Airport,Medium airport,Puerto Montt,Chile
SLET,SRZ,El Trompillo Airport,Medium airport,Santa Cruz,Bolivia
SKYP,EYP,El Yopal Airport,Medium airport,El Yopal,Colombia
SVEZ,EOZ,Elorza Airport,Medium airport,Elorza,Venezuela
SEMT,MEC,Eloy Alfaro International Airport,Medium airport,Manta,Ecuador
SKMD,EOH,Enrique Olaya Herrera Airport,Medium airport,Medellín,Colombia
SKBQ,BAQ,Ernesto Cortissoz International Airport,Medium airport,Barranquilla,Colombia
SVBS,MYC,Escuela Mariscal Sucre Airport,Medium airport,Maracay,Venezuela
SYGO,OGL,Eugene F. Correira International Airport,Medium airport,Ogle,Guyana
SBVT,VIX,Eurico de Aguiar Salles Airport,Medium airport,Vitória,Brazil
SKMU,MVP,Fabio Alberto Leon Bentley Airport,Medium airport,Mitú,Colombia
SBFN,FEN,Fernando de Noronha Airport,Medium airport,Fernando De Noronha,Brazil
SARF,FMA,Formosa Airport,Medium airport,Formosa,Argentina
SPJJ,JAU,Francisco Carle Airport,Medium airport,Jauja,Peru
SBJF,JDF,Francisco de Assis Airport,Medium airport,Juiz De Fora,Brazil
SVFM,,Francisco de Miranda Airport,Medium airport,La Carlota,Venezuela
SECO,OCC,Francisco De Orellana Airport,Medium airport,Coca,Ecuador
SBML,MII,Frank Miloye Milenkowichi–Marília State Airport,Medium airport,Marília,Brazil
SVPC,PBL,General Bartolomé Salom Airport,Medium airport,Puerto Cabello,Venezuela
SAVC,CRD,General E. Mosconi Airport,Medium airport,Comodoro Rivadavia,Argentina
SAST,TTG,General Enrique Mosconi Airport,Medium airport,Tartagal,Argentina
SVCP,CUP,General Francisco Bermúdez Airport,Medium airport,Carúpano,Venezuela
SVPR,PZO,General Manuel Carlos Piar International Airport,Medium airport,Puerto Ordaz-Ciudad Guayana,Venezuela
SEMH,MCH,General Manuel Serrano Airport,Medium airport,Machala,Ecuador
SAZG,GPO,General Pico Airport,Medium airport,General Pico,Argentina
SESA,SNC,General Ulpiano Paez Airport,Medium airport,Salinas,Ecuador
SAAP,PRA,General Urquiza Airport,Medium airport,Parana,Argentina
SKBU,BUN,Gerardo Tobar López Airport,Medium airport,Buenaventura,Colombia
SKPQ,PAL,German Olano Air Base,Medium airport,La Dorada,Colombia
SKPC,PCR,German Olano Airport,Medium airport,Puerto Carreño,Colombia
SAVV,VDM,Gobernador Castello Airport,Medium airport,Viedma / Carmen de Patagones,Argentina
SASJ,JUJ,Gobernador Horacio Guzman International Airport,Medium airport,San Salvador de Jujuy,Argentina
SKAP,API,Gomez Nino Apiay Air Base,Medium airport,Apiay,Colombia
SBPV,PVH,Governador Jorge Teixeira de Oliveira Airport,Medium airport,Porto Velho,Brazil
SBLO,LDB,Governador José Richa Airport,Medium airport,Londrina,Brazil
SATG,OYA,Goya Airport,Medium airport,Goya,Argentina
SCCH,YAI,Gral. Bernardo O´Higgins Airport,Medium airport,Chillan,Chile
SBGM,GJM,Guajará-Mirim Airport,Medium airport,Guajará-Mirim,Brazil
SAAG,GHU,Gualeguaychu Airport,Medium airport,Gualeguaychu,Argentina
SVGU,GUQ,Guanare Airport,Medium airport,Guanare,Venezuela
SGES,AGT,Guarani International Airport,Medium airport,Ciudad del Este,Paraguay
SBRF,REC,Guararapes - Gilberto Freyre International Airport,Medium airport,Recife,Brazil
SBGW,GUJ,Guaratinguetá Airport,Medium airport,Guaratinguetá,Brazil
SCGZ,WPU,Guardiamarina Zañartu Airport,Medium airport,Puerto Williams,Chile
SVGD,GDO,Guasdalito Airport,Medium airport,Guasdualito,Venezuela
SKPP,PPN,Guillermo León Valencia Airport,Medium airport,Popayán,Colombia
SVGI,GUI,Güiria Airport,Medium airport,Güiria,Venezuela
SKFL,FLA,Gustavo Artunduaga Paredes Airport,Medium airport,Florencia,Colombia
SKSP,ADZ,Gustavo Rojas Pinilla International Airport,Medium airport,San Andrés,Colombia
SKTM,TME,Gustavo Vargas Airport,Medium airport,Tame,Colombia
SKUL,ULQ,Heriberto Gíl Martínez Airport,Medium airport,Tuluá,Colombia
SAWE,RGA,Hermes Quijada International Airport,Medium airport,Rio Grande,Argentina
SAZT,TDL,Héroes De Malvinas Airport,Medium airport,Tandil,Argentina
SBCX,CXJ,Hugo Cantergiani Regional Airport,Medium airport,Caxias Do Sul,Brazil
SPBR,IBP,Iberia Airport,Medium airport,Iberia,Peru
SPLO,ILQ,Ilo Airport,Medium airport,Ilo,Peru
SPJL,JUL,Inca Manco Capac International Airport,Medium airport,Juliaca,Peru
SACO,COR,Ingeniero Ambrosio Taravella Airport,Medium airport,Cordoba,Argentina
SAAR,ROS,Islas Malvinas Airport,Medium airport,Rosario,Argentina
SBIC,ITA,Itacoatiara Airport,Medium airport,Itacoatiara,Brazil
SBIH,ITB,Itaituba Airport,Medium airport,Itaituba,Brazil
SBEK,JCR,Jacareacanga Airport,Medium airport,Jacareacanga,Brazil
SSVV,JJD,Jericoacoara Airport,Medium airport,Jijoca de Jericoacoara,Brazil
SBMA,MAB,João Correa da Rocha Airport,Medium airport,Marabá,Brazil
SBPK,PET,João Simões Lopes Neto International Airport,Medium airport,Pelotas,Brazil
SMJP,PBM,Johan Adolf Pengel International Airport,Medium airport,Zandery,Suriname
SKSJ,SJE,Jorge E. Gonzalez Torres Airport,Medium airport,San José Del Guaviare,Colombia
SKLM,MCJ,Jorge Isaac Airport,Medium airport,La Mina-Maicao,Colombia
SABE,AEP,Jorge Newbery Airpark,Medium airport,Buenos Aires,Argentina
SLCB,CBB,Jorge Wilsterman International Airport,Medium airport,Cochabamba,Bolivia
SKBS,BSC,José Celestino Mutis Airport,Medium airport,Bahía Solano,Colombia
SEGU,GYE,José Joaquín de Olmedo International Airport,Medium airport,Guayaquil,Ecuador
SVCR,CZE,José Leonardo Chirinos Airport,Medium airport,Coro,Venezuela
SKRG,MDE,Jose Maria Córdova International Airport,Medium airport,Medellín,Colombia
SEMA,MRR,Jose Maria Velasco Ibarra Airport,Medium airport,Macará,Ecuador
SVJC,LSP,Josefa Camejo International Airport,Medium airport,Paraguaná,Venezuela
SKGP,GPI,Juan Casiano Airport,Medium airport,Guapi,Colombia
SGAY,AYO,Juan De Ayolas Airport,Medium airport,Ayolas,Paraguay
SKCU,CAQ,Juan H White Airport,Medium airport,Caucasia,Colombia
SLOR,ORU,Juan Mendoza Airport,Medium airport,Oruro,Bolivia
SVVG,VIG,Juan Pablo Pérez Alfonso Airport,Medium airport,El Vigía,Venezuela
SPJA,RIJ,Juan Simons Vela Airport,Medium airport,Rioja,Peru
SLSU,SRE,Juana Azurduy De Padilla Airport,Medium airport,Sucre,Bolivia
SPJI,JJI,Juanjui Airport,Medium airport,Juanjuí,Peru
SEJD,TNW,Jumandy Airport,Medium airport,Tena,Ecuador
SYKA,KAI,Kaieteur International Airport,Medium airport,Kaieteur Falls,Guyana
SCQP,ZCO,La Araucanía Airport,Medium airport,Temuco,Chile
SVMC,MAR,La Chinita International Airport,Medium airport,Maracaibo,Venezuela
SCSE,LSC,La Florida Airport,Medium airport,La Serena-Coquimbo,Chile
SKCO,TCO,La Florida Airport,Medium airport,Tumaco,Colombia
SVLF,LFR,La Fria Airport,Medium airport,García de Hevia,Venezuela
SKMZ,MZL,La Nubia Airport,Medium airport,Manizales,Colombia
SADL,LPG,La Plata Airport,Medium airport,La Plata,Argentina
SBLJ,LAJ,Lages Airport,Medium airport,Lages,Brazil
SCTT,TTC,Las Breas Airport,Medium airport,Taltal,Chile
SKCZ,CZU,Las Brujas Airport,Medium airport,Corozal,Colombia
SKBC,ELB,Las Flores Airport,Medium airport,El Banco,Colombia
SAVH,LHS,Las Heras Airport,Medium airport,Las Heras,Argentina
SBJV,JOI,Lauro Carneiro de Loyola Airport,Medium airport,Joinville,Brazil
SBPF,PFB,Lauro Kurtz Airport,Medium airport,Passo Fundo,Brazil
SBRP,RAO,Leite Lopes Airport,Medium airport,Ribeirão Preto,Brazil
SYLT,LTM,Lethem Airport,Medium airport,Lethem,Guyana
SARP,PSS,Libertador Gral D Jose De San Martin Airport,Medium airport,Posadas,Argentina
SWXQ,LIP,Lins Airport,Medium airport,Lins,Brazil
SKMR,MTR,Los Garzones Airport,Medium airport,Montería,Colombia
SBME,MEA,Macaé Airport,Medium airport,Macaé,Brazil
SBSN,STM,Maestro Wilson Fonseca Airport,Medium airport,Santarém,Brazil
SBBQ,,Major Brigadeiro Doorgal Borges Airport,Medium airport,Barbacena,Brazil
SBVG,VAG,Major Brigadeiro Trompowsky Airport,Medium airport,Varginha,Brazil
SAWH,USH,Malvinas Argentinas Airport,Medium airport,Ushuahia,Argentina
SBMY,MNX,Manicoré Airport,Medium airport,Manicoré,Brazil
SCTC,PZS,Maquehue Airport,Medium airport,Temuco,Chile
SKUA,,Marandúa Air Base,Medium airport,Marandúa,Colombia
SBSL,SLZ,Marechal Cunha Machado International Airport,Medium airport,São Luís,Brazil
SBCY,CGB,Marechal Rondon Airport,Medium airport,Cuiabá,Brazil
SPZA,NZC,Maria Reiche Neuman Airport,Medium airport,Nazca,Peru
SBUR,UBA,Mário de Almeida Franco Airport,Medium airport,Uberaba,Brazil
SBMK,MOC,Mário Ribeiro Airport,Medium airport,Montes Claros,Brazil
SKQU,MQU,Mariquita Airport,Medium airport,Mariquita,Colombia
SECU,CUE,Mariscal Lamar Airport,Medium airport,Cuenca,Ecuador
SASA,SLA,Martin Miguel De Guemes International Airport,Medium airport,Salta,Argentina
SCIP,IPC,Mataveri Airport,Medium airport,Isla De Pascua,Chile
SKPE,PEI,Matecaña International Airport,Medium airport,Pereira,Colombia
SVMT,MUN,Maturín Airport,Medium airport,Monagas,Venezuela
SVSO,STD,Mayor Buenaventura Vivas International Airport,Medium airport,Santo Domingo,Venezuela
SPJR,CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Medium airport,Cajamarca,Peru
SVMP,,Metropolitano International Airport,Medium airport,Lander,Venezuela
SWIQ,MQH,Minaçu Airport,Medium airport,Minaçu,Brazil
SBNF,NVT,Ministro Victor Konder International Airport,Medium airport,Navegantes,Brazil
SPMS,YMS,Moises Benzaquen Rengifo Airport,Medium airport,Yurimaguas,Peru
SARM,MCS,Monte Caseros Airport,Medium airport,Monte Caseros,Argentina
SBMD,MEU,Monte Dourado Airport,Medium airport,Almeirim,Brazil
EGYP,MPN,Mount Pleasant Airport,Medium airport,Mount Pleasant,Falkland Islands
SAZO,NEC,Necochea Airport,Medium airport,Necochea,Argentina
SUSO,STY,Nueva Hesperides International Airport,Medium airport,Salto,Uruguay
SKPD,PDA,Obando Airport,Medium airport,Puerto Inírida,Colombia
SBOI,OYK,Oiapoque Airport,Medium airport,Oiapoque,Brazil
SASO,ORA,Orán Airport,Medium airport,Orán,Argentina
SVCS,,Oscar Machado Zuluaga Airport,Medium airport,Caracas,Venezuela
SVAC,AGV,Oswaldo Guevara Mujica Airport,Medium airport,Acarigua,Venezuela
SPTU,PEM,Padre Aldamiz International Airport,Medium airport,Puerto Maldonado,Peru
SVPT,PTM,Palmarito Airport,Medium airport,Palmarito,Venezuela
SKBG,BGA,Palonegro Airport,Medium airport,Bucaramanga,Colombia
SBBH,PLU,Pampulha - Carlos Drummond de Andrade Airport,Medium airport,Belo Horizonte,Brazil
SCTL,TLX,Panguilemo Airport,Medium airport,Talca,Chile
SVPM,SCI,Paramillo Airport,Medium airport,San Cristóbal,Venezuela
SARL,AOL,Paso De Los Libres Airport,Medium airport,Paso de los Libres,Argentina
SBUF,PAV,Paulo Afonso Airport,Medium airport,Paulo Afonso,Brazil
SKPZ,PZA,Paz De Ariporo Airport,Medium airport,Paz De Ariporo,Colombia
SCCI,PUQ,Pdte. Carlos Ibañez del Campo Airport,Medium airport,Punta Arenas,Chile
SKIB,IBE,Perales Airport,Medium airport,Ibagué,Colombia
SAWP,PMQ,Perito Moreno Airport,Medium airport,Perito Moreno,Argentina
SCVD,ZAL,Pichoy Airport,Medium airport,Valdivia,Chile
SAWG,RGL,Piloto Civil N. Fernández Airport,Medium airport,Rio Gallegos,Argentina
SBAT,AFL,Piloto Osvaldo Marques Dias Airport,Medium airport,Alta Floresta,Brazil
SBFZ,FOR,Pinto Martins International Airport,Medium airport,Fortaleza,Brazil
SKPI,PTX,Pitalito Airport,Medium airport,Pitalito,Colombia
SBRB,RBR,Plácido de Castro Airport,Medium airport,Rio Branco,Brazil
SBPC,POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Medium airport,Poços De Caldas,Brazil
SBPG,PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Medium airport,Ponta Grossa,Brazil
SBMN,PLL,Ponta Pelada Airport,Medium airport,Manaus,Brazil
SBPP,PMG,Ponta Porã Airport,Medium airport,Ponta Porã,Brazil
SFAL,PSY,Port Stanley Airport,Medium airport,Stanley,Falkland Islands
SBPN,PNB,Porto Nacional Airport,Medium airport,Porto Nacional,Brazil
SBPS,BPS,Porto Seguro Airport,Medium airport,Porto Seguro,Brazil
SBIZ,IMP,Prefeito Renato Moreira Airport,Medium airport,Imperatriz,Brazil
SBJP,JPA,Presidente Castro Pinto International Airport,Medium airport,João Pessoa,Brazil
SBZM,IZA,Zona da Mata Regional Airport,Medium airport,Juiz De Fora,Brazil
SBKG,CPV,Presidente João Suassuna Airport,Medium airport,Campina Grande,Brazil
SAOV,,Presidente Néstor Kirchner Regionsl Airport,Medium airport,Villa Maria,Argentina
SAZN,NQN,Presidente Peron Airport,Medium airport,Neuquen,Argentina
SBDN,PPB,Presidente Prudente Airport,Medium airport,Presidente Prudente,Brazil
SBSR,SJP,Prof. Eribelto Manoel Reino State Airport,Medium airport,São José Do Rio Preto,Brazil
SBSJ,SJK,Professor Urbano Ernesto Stumpf Airport,Medium airport,São José Dos Campos,Brazil
SAWD,PUD,Puerto Deseado Airport,Medium airport,Puerto Deseado,Argentina
SKCG,CTG,Rafael Nuñez International Airport,Medium airport,Cartagena,Colombia
SEPV,PVO,Reales Tamarindos Airport,Medium airport,Portoviejo,Ecuador
SATR,RCQ,Reconquista Airport,Medium airport,Reconquista,Argentina
SBMG,MGF,Regional de Maringá - Sílvio Nane Junior Airport,Medium airport,Maringá,Brazil
SARE,RES,Resistencia International Airport,Medium airport,Resistencia,Argentina
SCES,ESR,Ricardo García Posada Airport,Medium airport,El Salvador,Chile
SAHS,RDS,Rincon De Los Sauces Airport,Medium airport,Rincon de los Sauces,Argentina
SPQU,AQP,Rodríguez Ballón International Airport,Medium airport,Arequipa,Peru
SBUG,URG,Rubem Berta Airport,Medium airport,Uruguaiana,Brazil
SOOG,OYP,Saint-Georges-de-l'Oyapock Airport,Medium airport,Saint-Georges-de-l'Oyapock Airport,French Guiana
SBPA,POA,Salgado Filho Airport,Medium airport,Porto Alegre,Brazil
SVSA,SVZ,Juan Vicente Gómez International Airport,Medium airport,Bolívar,Venezuela
SAZS,BRC,San Carlos De Bariloche Airport,Medium airport,San Carlos de Bariloche,Argentina
SADF,FDO,San Fernando Airport,Medium airport,San Fernando,Argentina
SVSR,SFD,San Fernando De Apure Airport,Medium airport,Inglaterra,Venezuela
SVJM,,San Juan de Los Morros Airport,Medium airport,San Juan de los Morros,Venezuela
SKIP,IPI,San Luis Airport,Medium airport,Ipiales,Colombia
