ICAO,IATA,Name,Type,Municipality,Country
SWPL,,Posto Leonardo Vilas Boas Airport,Small airport,Chapada Dos Guimarães,Brazil
SSXO,,Pousada das Águias Airport,Small airport,Presidente Castelo Branco,Brazil
SJJF,,Pousada do Rio Roosevelt Airport,Small airport,Novo Aripuanã,Brazil
SJJH,,Pousada Rio Xingu Airport,Small airport,Vitória Do Xingu,Brazil
SNFJ,,Pousada Thaimaçu Airport,Small airport,Jacareacanga,Brazil
SWMJ,,Pousada Xaraés Airport,Small airport,Corumbá,Brazil
SNZA,PPY,Pouso Alegre Airport,Small airport,Pouso Alegre,Brazil
SJWB,,Pouso Alto Airport,Small airport,Piracanjuba,Brazil
SWPD,,Pouso da Águia Airport,Small airport,Cantá,Brazil
SWPW,,Pouso da Garça Airport,Small airport,Barão De Melgaço,Brazil
SIJN,,Pouso na Serra Airport,Small airport,Bom Retiro,Brazil
SNOV,,Povoado de Camaçari Airport,Small airport,Coruripe,Brazil
SCYO,,Poyo Airport,Small airport,El Chaiten,Chile
SCZB,,Pozo Brujo Airport,Small airport,La Unión,Chile
SGPC,,Pozo Colorado Airport,Small airport,Pozo Colorado,Paraguay
SPPO,,Pozuzo Airport,Small airport,Pozuzo,Perú
SNRD,PDF,Prado Airport,Small airport,Prado,Brazil
SNNI,,Praia do Forte Airport,Small airport,Mata De São João,Brazil
SNOD,,Praia do Saco Airport,Small airport,Estância,Brazil
SNIN,,Prainha Airport,Small airport,Prainha,Brazil
SWYN,,Prainha Airport,Small airport,Apuí,Brazil
SBPB,PHB,Prefeito Doutor João Silva Filho Airport,Small airport,Parnaíba,Brazil
SNJR,JDR,Prefeito Octávio de Almeida Neves Airport,Small airport,São João Del Rei,Brazil
SDEP,,Presidente Epitácio Airport,Small airport,Presidente Epitácio,Brazil
SWSI,OPS,Presidente João Batista Figueiredo Airport,Small airport,Sinop,Brazil
SJKE,PDR,Presidente José Sarney Airport,Small airport,Presidente Dutra,Brazil
SDPV,0,Presidente Venceslau Airport,Small airport,Presidente Venceslau,Brazil
SNXL,,Primavera Airport,Small airport,Querência,Brazil
SWPY,,Primavera do Leste Airport,Small airport,Primavera Do Leste,Brazil
SIFV,,Primo Bitti Airport,Small airport,Aracruz,Brazil
SJHW,,Professor Maurício Joppert Airport,Small airport,Engenheiro Navarro,Brazil
SLPG,,Progreso Airport,Small airport,Moxos,Bolivia
SJDG,,Projeto Iriri Airport,Small airport,Altamira,Brazil
SNOP,0,Propriá Airport,Small airport,Propriá,Brazil
SSZN,,Prudentópolis Airport,Small airport,Prudentópolis,Brazil
SPCP,,Pucacaca Airport,Small airport,Pucacaca,Perú
SCPC,ZPC,Pucón Airport,Small airport,Pucon,Chile
SAZU,,Puelches Airport,Small airport,Puelches,Argentina
SCPB,,Puelo Bajo Airport,Small airport,Puelo Bajo,Chile
SLUP,,Puerto America Airport,Small airport,Puerto America,Bolivia
SPEZ,,Puerto Bermudez Airport,Small airport,Oxapampa,Perú
SKPR,PBE,Puerto Berrio Airport,Small airport,Puerto Berrio,Colombia
SKPB,,Puerto Bolívar Airport,Small airport,Portete,Colombia
SCPK,,Puerto Cisnes Airport,Small airport,Puerto Cisnes,Chile
SA19,,Puerto Deseado West Airport,Small airport,Puerto Deseado,Argentina
SPEP,,Puerto Esperanza Airport,Small airport,Esperanza,Perú
SKPG,,Puerto Gaitan Airport,Small airport,Puerto Gaitan,Colombia
SPTI,,Puerto Inca Airport,Small airport,Puerto Inca,Perú
SCII,,Puerto Ingeniero Ibañez Airport,Small airport,Puerto Ingeniero Ibañez,Chile
SGLV,PCJ,Puerto La Victoria Airport,Small airport,Puerto La Victoria,Paraguay
SKOL,,Puerto López Airport,Small airport,Puerto López,Colombia
SCMA,,Puerto Marín Balmaceda Airport,Small airport,Puerto Marin Balmaceda,Chile
SKPN,NAR,Puerto Nare Airport,Small airport,Armenia,Colombia
SPPA,,Puerto Ocopa Airport,Small airport,Puerto Ocopa,Perú
SVDZ,PPZ,Puerto Paez Airport,Small airport,Puerto Paez,Venezuela
SGPO,,Puerto Pinasco Airport,Small airport,Pinasco,Paraguay
SLPR,PUR,Puerto Rico Airport,Small airport,Puerto Rico/Manuripi,Bolivia
SA27,,Puerto Rosales Airport,Small airport,Puerto Rosales,Argentina
SCSZ,,Puerto Sanchéz Airport,Small airport,Puerto Sanchez,Chile
SCIS,,Puerto Sur Airport,Small airport,Isla Santa Maria,Chile
SPGT,,Puerto Victoria Airport,Small airport,Puerto Victoria,Perú
SCPI,,Pullami Airport,Small airport,Coihueco,Chile
SCUI,,Pumalín Airport,Small airport,Chaiten,Chile
SEPU,,Puna Airport,Small airport,Puna,Ecuador
SCHH,,Punta Baja Airport,Small airport,Chile Chico,Chile
SVPB,,Punta Brava Airport,Small airport,,Venezuela
SCPX,,Punta Catalina Airport,Small airport,Punta Catalina,Chile
SCHO,,Punta Chungo Airport,Small airport,Los Vilos,Chile
SVCI,,Punta de Oro Airport,Small airport,,Venezuela
SAML,,Punta De Vacas Airport,Small airport,Punta de Vacas,Argentina
SCHM,,Punta El Saco Airport,Small airport,Isla Mocha,Chile
SCGA,,Punta Galera Airport,Small airport,La Union,Chile
SCGV,,Punta Gaviota Airport,Small airport,Caleta Chañaral De Aceituno,Chile
SVDG,,Punta Gorda Airport,Small airport,,Venezuela
SAAI,,Punta Indio Base Aeronaval,Small airport,Veronica,Argentina
SVDF,,Punto Fijo Airport,Small airport,,Venezuela
SCAC,ZUD,Pupelde Airport,Small airport,Ancud,Chile
SCRR,,Purrahuín Airport,Small airport,Rio Bueno,Chile
SEPT,PYO,Putumayo Airport,Small airport,Puerto Putumayo,Ecuador
SCPH,,Puyuhuapi Airport,Small airport,Puyuhuapi,Chile
SCQX,,Queilén Airport,Small airport,Queilen,Chile
SNQM,,Queimadas Airport,Small airport,Queimadas,Brazil
SCON,,Quellón Airport,Small airport,Quellon,Chile
SCQW,,Quemchi Airport,Small airport,Quemchi,Chile
SPCV,,Quempiri Airfield,Small airport,Cutivireni Mission,Perú
SA12,,Quemu Quemu Airport,Small airport,Quemu Quemu,Argentina
SCQE,,Quenac Airport,Small airport,Isla Quenac,Chile
SWQE,,Querari Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SEQE,,Quevedo Airport,Small airport,Quevedo,Ecuador
SE15,,Quevedo North Airport,Small airport,Quevedo,Ecuador
SADQ,,Quilmes Airport,Small airport,Quilmes,Argentina
SCSQ,,Quilpe Airport,Small airport,San Pablo,Chile
SPIL,UMI,Quince Air Base,Small airport,Quince Mil,Perú
SCER,,Quintero Airport,Small airport,Quintero,Chile
SJQN,,Quirinópolis Airport,Small airport,Quirinópolis,Brazil
SPQR,,Quiruvilca Airport,Small airport,Qiruvilca,Perú
SCQO,,Quitralco Airport,Small airport,Aysén,Chile
SCCT,,Quivolgo Airport,Small airport,Constitucion,Chile
SNQX,,Quixadá Airport,Small airport,Quixadá,Brazil
SNRH,,Rachid Saliba Airport,Small airport,Boa Esperança,Brazil
SAFR,RAF,Rafaela Airport,Small airport,Rafaela,Argentina
SMRN,,Ragoebarsing Airstrip,Small airport,Ragoebarsing,Suriname
SMRA,,Ralleigh Airstrip,Small airport,Ralleigh,Suriname
SLRH,,Rancho Alegre Airport,Small airport,Yacuma,Bolivia
SSVF,,Rancho Donana Airport,Small airport,Cerqueira César,Brazil
SVRG,,Rancho Grande de Apure Airport,Small airport,La Leona,Venezuela
SVRH,,Rancho Grande de Táchira Airport,Small airport,,Venezuela
SNQJ,,Rancho Paraíso Airport,Small airport,Corumbá,Brazil
SSRS,,Rancho Sumidor Airport,Small airport,Rio Do Oeste,Brazil
SCRP,,Rapelhuapi Airport,Small airport,Rapel,Chile
SJMN,,Raposa Airport,Small airport,Normândia,Brazil
SSRE,,Realeza Airport,Small airport,Realeza,Brazil
SWLG,,Recanto Airport,Small airport,Ribeirão Cascalheira,Brazil
SSHN,,Recanto das Águias Airport,Small airport,Iguaraçu,Brazil
SJXX,,Recreio Airport,Small airport,Ponta Porã,Brazil
SNDC,RDC,Redenção Airport,Small airport,Redenção,Brazil
SSRQ,,Refúgio Airport,Small airport,Dom Pedrito,Brazil
SLRF,,Refugio Airport,Small airport,Velasco,Bolivia
SCOL,,Refugio del Lago Airport,Small airport,Puyehue,Chile
SOOR,REI,Regina Airport,Small airport,Regina,French Guiana
SSEE,,Regional do Vale do Taquari Airport,Small airport,Estrela,Brazil
SWXM,MBK,Regional Orlando Villas Boas Airport,Small airport,Matupá,Brazil
SNRM,,Remanso Airport,Small airport,Remanso,Brazil
SCRH,,Reñihúe Airport,Small airport,Reñihue,Chile
SPQN,REQ,Requena Airport,Small airport,Requena,Perú
SDRS,REZ,Resende Airport,Small airport,Resende,Brazil
SSZM,,Reserva Acurizal Airport,Small airport,Corumbá,Brazil
SLRR,,Retiro Airport,Small airport,Yacuma,Bolivia
SWOV,,Retiro Arrombadinho Airport,Small airport,Itiquira,Brazil
SIDR,,Retiro Piúva Airport,Small airport,Miranda,Brazil
SNXF,,Retiro Santo Antônio da Fazenda Triunfo Airport,Small airport,Corumbá,Brazil
SSKV,,Retiro São João Airport,Small airport,Ponta Porã,Brazil
SLRY,REY,Reyes Airport,Small airport,Reyes,Bolivia
SKNQ,NQU,Reyes Murillo Airport,Small airport,Nuquí,Colombia
SNRX,0,Riachão Airport,Small airport,Riachão,Brazil
SUME,,Ricardo Detomasi Airport,Small airport,Mercedes,Uruguay
SPNR,,Ricrán Airport,Small airport,Ricrán,Perú
SVRI,,Riecito Airport,Small airport,Caño Riecito,Venezuela
SCBT,,Rincón Bonito Airport,Small airport,Cochamo,Chile
SLRX,,Rincon Del Tigre Airport,Small airport,German Busch,Bolivia
SJWX,,Rio Alegre Airport,Small airport,Euclides Da Cunha Paulista,Brazil
SESM,PTZ,Rio Amazonas Airport,Small airport,Shell Mera,Ecuador
SIOI,,Rio Arraias Airport,Small airport,União Do Sul,Brazil
SURB,,Rio Branco Airport,Small airport,Jaguarao,Uruguay
SCRB,,Río Bravo Airport,Small airport,Tortel,Chile
SSRB,,Rio Brilhante Airport,Small airport,Rio Brilhante,Brazil
SNNC,,Rio Capim Airport,Small airport,Ipixuna Do Pará,Brazil
SDRK,QIQ,Rio Claro Airport,Small airport,Rio Claro,Brazil
SAZQ,,Rio Colorado Airport,Small airport,Rio Colorado,Argentina
SA17,,Rio Cuarto Aeroclub Airport,Small airport,Rio Cuarto,Argentina
SVRA,,Río de Agua Airport,Small airport,,Venezuela
SDLE,,Rio de Contas Airport,Small airport,Rio De Contas,Brazil
SJYY,,Rio do Sangue Airport,Small airport,Brasnorte,Brazil
SCEX,,Río Exploradores Airport,Small airport,Aysén,Chile
SCRI,,Río Frío Airport,Small airport,Río Frío,Chile
SJRG,RIG,Rio Grande Airport,Small airport,Rio Grande,Brazil
SAWM,ROY,Rio Mayo Airport,Small airport,Rio Mayo,Argentina
SCRU,,Río Murta Airport,Small airport,Rio Murta,Chile
SCRN,,Río Negro Airport,Small airport,Río Negro,Chile
SIOM,,Rio Ouro Airport,Small airport,União Do Sul,Brazil
SNRP,0,Rio Paranaíba Airport,Small airport,Rio Paranaíba,Brazil
SSRY,,Rio Pardo Airport,Small airport,Rio Pardo,Brazil
SCTP,,Río Pascua Airport,Small airport,Tortel,Chile
SLRS,,Rio Seco Airport,Small airport,Campo Ingelmeco,Bolivia
SAOE,,Rio Tercero Airport,Small airport,Rio Tercero,Argentina
SWQP,,Rio Vermelho Açucar e Álcool Airport,Small airport,Junqueirópolis,Brazil
SASR,,Rivadavia Airport,Small airport,Rivadavia,Argentina
SCKC,,Roberto Chavéz Airport,Small airport,Cunco,Chile
SCIR,,Robinson Crusoe Airport,Small airport,Isla Robinson Crusoe,Chile
SVRU,,Roblecito Airport,Small airport,,Venezuela
SLRB,RBO,Roboré Airport,Small airport,Roboré,Bolivia
SCRD,VAP,Rodelillo Airport,Small airport,Viña Del Mar,Chile
SIQK,,Rodrigues Airport,Small airport,Nova Odessa,Brazil
SBAX,AAX,Romeu Zema Airport,Small airport,Araxá,Brazil
SNYC,,Rosa Branca Airport,Small airport,Itaituba,Brazil
SSGO,,Rosada Airport,Small airport,São Gabriel D`Oeste,Brazil
SLRL,,Rosal Airport,Small airport,Yacuma,Bolivia
SIBX,,Rosana Camargo Airport,Small airport,Buritama,Brazil
SLRP,,Rosapata Airport,Small airport,Carangas,Bolivia
SVRW,,Rosario Airport,Small airport,,Venezuela
SGRO,,Rosario Airport,Small airport,Rosario,Paraguay
SWDO,,Rosário do Leste Airport,Small airport,Rosário Do Leste,Brazil
SSRZ,,Rosário do Sul Airport,Small airport,Rosário Do Sul,Brazil
SVRQ,,Rosetta Airport,Small airport,,Venezuela
SCRW,,Rucalonco Airport,Small airport,Paredones,Chile
SCUR,,Rucamalen Airport,Small airport,Bulnes,Chile
SCHE,,Rucamanqui Airport,Small airport,Huepil,Chile
SCRQ,,Rucañanco Airport,Small airport,Rio Bueno,Chile
SMTB,,Rudi Kappel Airport,Small airport,Tafelberg,Suriname
SLRQ,RBQ,Rurenabaque Airport,Small airport,Rurenabaque,Bolivia
SNDB,,Rurópolis Airport,Small airport,Rurópolis,Brazil
SNRS,,Russas Airport,Small airport,Russas,Brazil
SCFN,,Russfin Airport,Small airport,Timaukel,Chile
SVSD,,Sabana Dulce Airport,Small airport,,Venezuela
SVOE,,Sabaneta Airport,Small airport,Sabaneta,Venezuela
SNSC,0,Sacramento Airport,Small airport,Sacramento,Brazil
SIBK,,Sada Siderurgia Ltda Airport,Small airport,Várzea Da Palma,Brazil
SDDK,,Saint-Exupéry Airport,Small airport,Ocauçu,Brazil
SOOM,LDX,Saint-Laurent-du-Maroni Airport,Small airport,Saint-Laurent-du-Maroni,French Guiana
SA36,,Saladillo Airport,Small airport,Saladillo,Argentina
SASL,,Salar De Cauchari Airport,Small airport,Salar de Cauchari,Argentina
SSCQ,,Salcã Airport,Small airport,Cacequi,Brazil
SSJB,,Salenco Airport,Small airport,São Gabriel D`Oeste,Brazil
SNSG,,Salgueiro Airport,Small airport,Salgueiro,Brazil
SLSJ,,Salinas Airport,Small airport,Ladislao Cabrera,Bolivia
SNSS,,Salinas Airport,Small airport,Salinas,Brazil
SNSM,,Salinópolis Airport,Small airport,Salinópolis,Brazil
SJGT,,Salto Augusto Airport,Small airport,Apiacás,Brazil
SGGR,,Salto del Guaira Airport,Small airport,Salto del Guaira,Paraguay
SSLS,,Salto Santiago Airport,Small airport,Laranjeiras Do Sul,Brazil
SSNN,,Salvaterra II Airport,Small airport,João Pinheiro,Brazil
SDLG,,Salviano Inácio Rocha Airport,Small airport,Ourolândia,Brazil
SLIP,,Samaipata Airport,Small airport,Florida,Bolivia
SUVE,,SAMAN Vergara Airport,Small airport,Vergara,Uruguay
SCAF,,San Alfonso Airport,Small airport,Alhue,Chile
SCDS,,San Andrés Airport,Small airport,Retiro,Chile
SAAA,,San Antonio De Areco Airport,Small airport,San Antonio de Areco,Argentina
SVSG,,San Antonio De Barinas Airport,Small airport,Barinas,Venezuela
SVSF,,San Antonio De Falcon Airport,Small airport,,Venezuela
SVSU,,San Benito Airport,Small airport,,Venezuela
SKMP,,San Bernardo Airport,Small airport,Mompós,Colombia
SAMS,,San Carlos Airport,Small airport,San Carlos,Argentina
SLZC,,San Carlos Airport,Small airport,Ichilo,Bolivia
SVCJ,,San Carlos Airport,Small airport,San Carlos,Venezuela
SE14,,San Carlos Airport,Small airport,José Real,Ecuador
SE08,,San Carlos Costa Airport,Small airport,Lorenzo de Garaicoa,Ecuador
SLSD,,San Carlos Gutierrez Airport,Small airport,Yacuma,Bolivia
SVSC,,San Carlos Río Negro Airport,Small airport,,Venezuela
SEST,SCY,San Cristóbal Airport,Small airport,San Cristóbal,Ecuador
SCDM,,San Damian Airport,Small airport,Duao,Chile
SV02,,San Diego De Cabrutica Airport,Small airport,El Roble,Venezuela
SCSD,,San Fernando Airport,Small airport,San Fernando,Chile
SVAT,,San Fernando de Atabapo Airport,Small airport,San Fernando de Atabapo,Venezuela
SPTE,,San Francisco Airport,Small airport,San Francisco,Perú
SPSF,,San Francisco Airport,Small airport,San Francisco de Yeso,Perú
SVSW,,San Francisco De Carabobo Airport,Small airport,,Venezuela
SVSY,,San Francisco de Mérida Airport,Small airport,,Venezuela
SLZF,,San Francisco Naciff Airport,Small airport,Nacif,Bolivia
SCSG,,San Gerónimo Airport,Small airport,Algarrobo,Chile
SKSG,,San Gil Airport,Small airport,San Gil,Colombia
SUSG,,San Gregorio Airport,Small airport,Cerro Chato,Uruguay
SCGI,,San Guillermo Airport,Small airport,Retiro,Chile
SVUK,,San Ignacio Airport,Small airport,,Venezuela
SLSM,SNM,San Ignacio de Moxos Airport,Small airport,San Ignacio de Moxos,Bolivia
SCSJ,,San Javier Airport,Small airport,San Javier,Chile
SLJV,SJV,San Javier Airport,Small airport,San Javier,Bolivia
SLJO,SJB,San Joaquín Airport,Small airport,San Joaquín,Bolivia
SUSJ,,San José Airport,Small airport,San José,Uruguay
SLJE,SJS,San José De Chiquitos Airport,Small airport,San José de Chiquitos,Bolivia
SPSJ,,San José de Sisa Airport,Small airport,El Dorado,Perú
SA40,,San Juan Aeroclub Airport,Small airport,San Juan,Argentina
SPAO,APE,San Juan Aposento Airport,Small airport,San Juan Aposento,Perú
SVSX,,San Juan de los Cayos Airport,Small airport,,Venezuela
SPJN,SJA,San Juan de Marcona Airport,Small airport,San Juan de Marcona,Perú
SVSH,,San Juan De Río Claro Airport,Small airport,,Venezuela
SLJN,,San Juan Estancias Airport,Small airport,Cercado,Bolivia
SVSQ,,San Leonardo Airport,Small airport,,Venezuela
SLLZ,,San Lorenzo Airport,Small airport,Moxos,Bolivia
SCDQ,,San Lorenzo Airport,Small airport,Duqueco,Chile
SVOA,,San Lorenzo De Barinas Airport,Small airport,,Venezuela
SVOB,,San Lorenzo De Falcón Airport,Small airport,,Venezuela
SVOC,,San Luis Capanaparo Airport,Small airport,,Venezuela
SKSR,SRS,San Marcos Airport,Small airport,San Marcos,Colombia
SLTI,MQK,San Matías Airport,Small airport,San Matías,Bolivia
SCOE,,San Miguel Airport,Small airport,Romeral,Chile
SLSG,,San Miguel De Gaser Airport,Small airport,Yacuma,Bolivia
SPLN,RIM,San Nicolas Airport,Small airport,Rodriguez de Mendoza,Perú
SA31,,San Nicolas De Los Arroyos Airport,Small airport,San Nicolas,Argentina
SVOT,,San Pablo De Barinas Airport,Small airport,,Venezuela
SVOZ,,San Pablo Paeño Airport,Small airport,,Venezuela
SVRL,,San Pancracio Airport,Small airport,,Venezuela
SGSP,,San Pedro Airport,Small airport,San Pedro del Ycuamandiyu,Paraguay
SCPE,,San Pedro de Atacama Airport,Small airport,San Pedro De Atacama,Chile
SLZB,,San Pedro Rb Airport,Small airport,Moxos,Bolivia
SLZJ,,San Pedro Richard Airport,Small airport,Itenes,Bolivia
SLSF,,San Rafael Airport,Small airport,,Bolivia
SPRF,,San Rafael Airport,Small airport,San Rafael,Perú
SE09,,San Rafael Airport,Small airport,San Rafael,Ecuador
SCAN,LOB,San Rafael Airport,Small airport,Los Andes,Chile
SVOR,,San Ramón Airport,Small airport,,Venezuela
SLRA,SRD,San Ramón Airport,Small airport,San Ramón / Mamoré,Bolivia
SPRG,,San Regis Airport,Small airport,Chincha,Perú
SVOL,,San Roque Airport,Small airport,Santa Ana,Venezuela
SCSS,,San Sebastián Airport,Small airport,San Sebastian,Chile
SVOH,,San Silvestre Airport,Small airport,,Venezuela
SLZV,,San Vicente Airport,Small airport,Velasco,Bolivia
SLSN,,Sanandita Airport,Small airport,Gran Chaco,Bolivia
SYSC,SDC,Sand Creek Airport,Small airport,Sand Creek,Guyana
SCNS,,Sandra Scabini Airport,Small airport,Punta Arenas,Chile
SCAD,,Santa Adriana Airport,Small airport,Ovalle,Chile
SVOD,,Santa Ana Airport,Small airport,,Venezuela
SLSH,,Santa Ana De Huachi Airport,Small airport,Sud Yungas,Bolivia
SSQI,,Santa Anastácia Airport,Small airport,Sorriso,Brazil
SSWQ,,Santa Anastácia II Airport,Small airport,Sorriso,Brazil
SCRO,,Santa Bárbara Airport,Small airport,Romeral,Chile
SVSB,SBB,Santa Bárbara de Barinas Airport,Small airport,Santa Bárbara,Venezuela
SVOF,,Santa Bárbara de Monagas Airport,Small airport,,Venezuela
SVOG,,Santa Bárbara del Amazonas Airport,Small airport,,Venezuela
SLIN,,Santa Catalina Airport,Small airport,Moxos,Bolivia
SJTM,,Santa Cecília Airport,Small airport,Mirandópolis,Brazil
SSSC,CSU,Santa Cruz do Sul Airport,Small airport,Santa Cruz Do Sul,Brazil
SVQB,,Santa Elena de Río Claro Airport,Small airport,,Venezuela
SCNI,,Santa Eugenia Airport,Small airport,San Nicolas,Chile
SISZ,,Santa Felicidade Airport,Small airport,Itaituba,Brazil
SIWT,,Santa Helena Airport,Small airport,Itaituba,Brazil
SWHG,,Santa Helena de Goiás Airport,Small airport,Santa Helena De Goiás,Brazil
SJMO,,Santa Isabel Airport,Small airport,Pacaraima,Brazil
SSNU,,Santa Isabel Airport,Small airport,Brotas,Brazil
SWIY,IDO,Santa Izabel do Morro Airport,Small airport,Cristalândia,Brazil
SVQD,,Santa Juana Airport,Small airport,,Venezuela
SJMP,,Santa Liberdade Airport,Small airport,Pacaraima,Brazil
SCSU,,Santa Lucía Airport,Small airport,Freire,Chile
SCTA,,Santa Luisa Airport,Small airport,Santa Barbara,Chile
SNHS,,Santa Magalhães Airport,Small airport,Serra Talhada,Brazil
SSTA,,Santa Maria Airport,Small airport,São Gabriel,Brazil
SA42,,Santa Maria Airport,Small airport,Santa Maria,Argentina
SSND,,Santa Maria Airport,Small airport,São Félix Do Araguaia,Brazil
SPMR,SMG,Santa Maria Airport,Small airport,Santa María,Perú
SNUJ,,Santa Maria da Boa Vista Airport,Small airport,Santa Maria Da Boa Vista,Brazil
SNVD,0,Santa Maria da Vitória Airport,Small airport,Santa Maria Da Vitória,Brazil
SCMG,,Santa María de Mingre Airport,Small airport,San Javier,Chile
SJMQ,,Santa Maria de Normândia Airport,Small airport,Normândia,Brazil
SNSI,,Santa Maria do Suaçuí Airport,Small airport,Santa Maria Do Suaçuí,Brazil
SVQC,,Santa María La Tigra Airport,Small airport,,Venezuela
SCKA,,Santa Marta Airport,Small airport,San Carlos,Chile
SIIU,,Santa Marta Airport,Small airport,Campo Florido,Brazil
SVOQ,,Santa Mónica Airport,Small airport,,Venezuela
SISP,0,Santa Paula Airport,Small airport,Ipiguá,Brazil
SA06,,Santa Rita Airport,Small airport,Saladillo,Argentina
SDUC,,Santa Rita Airport,Small airport,Uiramutã,Brazil
SVQR,,Santa Rita Airport,Small airport,El Diero,Venezuela
SVQS,,Santa Rita Airport,Small airport,,Venezuela
SLRT,,Santa Rita Airport,Small airport,Yacuma,Bolivia
SCCS,,Santa Rita Airport,Small airport,Casablanca,Chile
SNKS,,Santa Rita de Cássia Airport,Small airport,Santa Rita De Cássia,Brazil
SSZR,SRA,Santa Rosa Airport,Small airport,Santa Rosa,Brazil
SVQZ,,Santa Rosa de Barinas Airport,Small airport,,Venezuela
SVQU,,Santa Rosa de Guanare Airport,Small airport,San Isidro,Venezuela
SCOT,,Santa Rosa de Tabalí Airport,Small airport,Ovalle,Chile
SLSR,SRB,Santa Rosa De Yacuma Airport,Small airport,Santa Rosa,Bolivia
SLSK,,Santa Rosa Del Sara Airport,Small airport,A. Ibañez,Bolivia
SSRA,,Santa Rosa do Purus Airport,Small airport,Santa Rosa Do Purus,Brazil
SVQA,,Santa Rosalía Airport,Small airport,,Venezuela
SKSL,SSL,Santa Rosalia Airport,Small airport,Santa Rosalia,Colombia
SNTJ,,Santa Teresa Airport,Small airport,Itaituba,Brazil
SGST,,Santa Teresa Airport,Small airport,Santa Teresa,Paraguay
SCTS,,Santa Teresa del Almendral Airport,Small airport,Melipilla,Chile
SLSE,,Santa Teresita Airport,Small airport,Angel Sandoval,Bolivia
SIYR,,Santa Terezinha Airport,Small airport,Tapajara,Brazil
SISX,,Santa Terezinha Airport,Small airport,Aquidauana,Brazil
SWST,STZ,Santa Terezinha Airport,Small airport,Santa Terezinha,Brazil
SSJA,JCB,Santa Terezinha Airport,Small airport,Joaçaba,Brazil
SA22,,Santa Victoria Airport,Small airport,Salta,Argentina
SSVP,CTQ,Santa Vitória do Palmar Airport,Small airport,Santa Vitória Do Palmar,Brazil
SNKE,CMP,Santana do Araguaia Airport,Small airport,Santana Do Araguaia,Brazil
SNDJ,,Santana dos Brejos Airport,Small airport,Santana Dos Brejos,Brazil
SSST,,Santiago Airport,Small airport,Santiago,Brazil
SLTG,,Santiago Airport,Small airport,Moxos,Bolivia
SLSQ,,Santiago De Chiquitos Airport,Small airport,Santiago de Chiquitos,Bolivia
SKSI,,Santiago I Airport,Small airport,Maní,Colombia
SNAM,,Santo Antônio do Amparo Airport,Small airport,Santo Antônio Do Amparo,Brazil
SWRM,,Santo Antônio do Descoberto Airport,Small airport,Santo Antônio Do Descoberto,Brazil
SWLV,,Santo Antônio do Lerverger Airport,Small airport,Santo Antônio Do Leverger,Brazil
SDVF,,Santo Antônio do Pão Airport,Small airport,Uiramutã,Brazil
SWAZ,,Santo Atanázio Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SCSN,,Santo Domingo Airport,Small airport,Santo Domingo,Chile
SESD,,Santo Domingo de Los Colorados Airport,Small airport,Santo Domingo de Los Colorades,Ecuador
SIOC,,Santo Expedito Airport,Small airport,Nova Independência,Brazil
SIUY,,Santos Dumont Airport,Small airport,Novo Progresso,Brazil
SNSB,,São Bento Airport,Small airport,São Bento,Brazil
SSJX,,São Bento Airport,Small airport,Corumbá,Brazil
SSSB,QOJ,São Borja Airport,Small airport,São Borja,Brazil
SSEV,,São Camilo Airport,Small airport,Corumbá,Brazil
SSZK,,São Carlos Airport,Small airport,Caracol,Brazil
SWFX,SXO,São Félix do Araguaia Airport,Small airport,São Félix Do Araguaia,Brazil
SNFX,SXX,São Félix do Xingu Airport,Small airport,São Félix Do Xingu,Brazil
SJJP,,São Francisco Airport,Small airport,Itaituba,Brazil
SINA,,São Francisco Airport,Small airport,São Pedro Do Paraná,Brazil
SSSS,,São Francisco do Sul Airport,Small airport,São Francisco Do Sul,Brazil
SSSG,0,São Gabriel Airport,Small airport,São Gabriel,Brazil
SJIV,,São João Airport,Small airport,Maçambará,Brazil
SSJY,,São João Airport,Small airport,Corumbá,Brazil
SDJV,,São João da Boa Vista Airport,Small airport,São João Da Boa Vista,Brazil
SNFW,,São João do Piauí Airport,Small airport,São João Do Piauí,Brazil
SNNE,,São João Nepomuceno Airport,Small airport,São João Nepomuceno,Brazil
SWSQ,,São Joaquim Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SSSQ,0,São Joaquim Airport,Small airport,São Joaquim,Brazil
SDJO,0,São Joaquim da Barra Airport,Small airport,São Joaquim Da Barra,Brazil
SJTO,,São José Airport,Small airport,Campo Novo Do Parecis,Brazil
SNSH,0,São José Airport,Small airport,Santarém,Brazil
SNUM,,São José do Egito Airport,Small airport,São José Do Egito,Brazil
SNJH,,São José do Jacuípe Airport,Small airport,São José Do Jacuípe,Brazil
SJIY,,São Leopoldo Airport,Small airport,Itaituba,Brazil
SNLO,SSO,São Lourenço Airport,Small airport,São Lourenço,Brazil
SSRU,SQY,São Lourenço do Sul Airport,Small airport,São Lourenço Do Sul,Brazil
SSLG,,São Luís Gonzaga Airport,Small airport,São Luís Gonzaga,Brazil
SNYY,,São Luiz Airport,Small airport,Boa Esperança,Brazil
SNSD,,São Luiz Airport,Small airport,São Desidério,Brazil
SDNO,,São Manuel Airport,Small airport,São Manuel,Brazil
SNMX,SBJ,São Mateus Airport,Small airport,São Mateus,Brazil
